"","BC","AG","UB","PT","RC","AC","ZH","LT"
"P_00551",0.979915450395422,0.00228251784221694,0,0.00980518227994599,0,0,0,0
"P_00553",0.974530637176108,0.00732977560599241,0,0,0,0,0,0
"P_00557",0.985195782164213,0,0,0.00488651707066161,0,0,0,0
"P_00559",0.672828393236032,0.140206069568572,0.0247460297048801,0.136002700443644,0.0122243297113097,0,0,0
"P_00562",0.950813347907156,0,0,0,0,0,0,0
"P_00565",1,0,0,0,0,0,0,0
"P_00569",0.988555262650292,0,0,0,0,0,0,0
"P_00571",0.899545103838488,0.0489375040185173,0.000112518485179708,0.0266508069182794,0,0,0,0
"P_00573",0.936370796630875,0,0,0,0.00787629396257957,0,0,0
"P_00575",0.925030540731692,0,0,0.0170706616086929,0.00884877515591847,0,0,0
"P_00577",0.948972866971002,0.0466871343149232,0,0.00433196167941876,0,0,0,0
"P_00583",0.850454896161512,0,0,0.0502153925287726,0.0129637368996335,0,0,0
"P_00589",0.997508519256735,0,0,0,0.00249148074326497,0,0,0
"P_00593",0.7085690863499,0.241416446987719,0.00102874043592876,0.00145470327268051,0.035419211727641,0,0,0
"P_00598",0.988073040570951,0,0,0.000385777663473285,0,0,0,0
"P_00599",0.984560856426413,0,0,0,0.0154391435735871,0,0,0
"P_00603",0.450708866456632,0,0,0.0314087314344499,0.0317543239246448,0,0,0
"P_00607",0.777285732656079,0.0079566643091365,0,0.0746238667781135,0,0.000707259049701022,0,0
"P_00611",0.983757152960844,0,0,0.0162428470391564,0,0,0,0
"P_00615",0.835409567286054,0.125016074069311,0,0.0395743586446345,0,0,0,0
"P_01879",0.983845560342056,0,0,0.00760303478428599,0,0,0,0
"P_00618",0.776940140165884,0.19929434835723,0,0.0237655114768855,0,0,0,0
"P_00620",0.699913200025719,0.223968044750209,0,0.0510512441329647,0.0250675110911078,0,0,0
"P_00622",0.656834694271202,0.324029126213592,0,0.013108403523436,0.00602777599177008,0,0,0
"P_00625",0.494422297948949,0.179925094837009,0,0.012714588825307,0.0732254227480229,0,0,0
"P_00628",0.567695942904906,0.0125618851668488,0,0.0345029897768919,0.0411013952292162,0,0,0
"P_00629",0.843173342763454,0,0,0.0897415289654729,0,0,0,0
"P_00630",0.543608950041793,0.307472834822864,0.00229055487687263,0.0617163891210699,0.00228251784221694,0,0,0
"P_00632",0.83877708480679,0,0,0,0,0,0,0
"P_00635",0.66782935768019,0.108749115926188,0,0.0235565485758375,0.0532855397672475,0,0,0
"P_00645",0.728308043464283,0.157493731112969,0.0598357230116376,0,0.00747444222979489,0,0,0
"P_00649",0.688034462804604,0.242766668809876,0,0.0039140358773227,0.00796470134379219,0,0,0
"P_00653",0.499959814826722,0.108668745579631,0.00286922137208256,0.0190558091686491,0.0184851797080949,0,0,0
"P_00656",0.247187037870507,0.256051887095737,0,0.0307898797659616,0.287886581366939,0,0,0
"P_00661",0.28905998842667,0.38948273644956,0.00892914550247541,0,0.0186218092972417,0,0,0
"P_00665",0.846757860219893,0.00751462740307336,0.12830322124349,0,0,0,0,0
"P_00668",0.672137208255642,0.124574037163248,0,0.0700427570243683,0.0314569536423841,0,0,0
"P_00672",0.611795152060696,0.245852890117662,0,0.00952388606699672,0.0568780942583424,0,0,0
"P_00678",0.555101909599434,0.397471548897319,0,0.0353790265543625,0.00549733170449431,0,0,0
"P_00679",0.839516491995113,0.128054073169164,0,0.0194335497974667,0,0,0,0
"P_00683",0.570034719989713,0.114190188388092,0,0.0335948048607986,0.0509065775091622,0,0,0
"P_00684",0.317527165177136,0.519899697807497,0,0.0516218735935189,0.0562833536938211,0,0,0
"P_00688",0.407244583038642,0.250200925866392,0,0.0307818427313059,0.0886806403909214,0,0,0
"P_00691",0.735541374654407,0.188781907027583,0,0.0633800552947984,0,0,0,0
"P_00692",0.71019256735035,0.232037227544525,0,0.0577702051051244,0,0,0,0
"P_00701",0.3490966373047,0.297739985854819,0,0.058855204783643,0.133985404745065,0,0,0
"P_00704",0.485774448659423,0.265599884266701,0.0472577637754774,0.0102713302899762,0.0587185751944962,0,0,0
"P_00709",0.652253584517456,0.321585867678261,0.0226322895904327,0.00352825821384942,0,0,0,0
"P_00721",0.884700700829422,0.114873336333826,0,0,0.000425962836751752,0,0,0
"P_00724",0.606177264836366,0.210755159776249,0,0.183067575387385,0,0,0,0
"P_00726",0.192302128206777,0.429458946826979,0,0.136758181701279,0.0789076062495982,0,0,0
"P_00730",0.311266315180351,0.274159326175014,0.0028129621294927,0.0217160676396837,0.140222143637883,0,0,0
"P_00733",0.296944319423905,0.474112711374011,0.012819070275831,0.109834115604706,0.0143300327911014,0,0,0
"P_00741",0.519996142223365,0.410587989455411,0,0.0184128463961937,0,0,0,0
"P_00744",0.832877901369511,0.167122098630489,0,0,0,0,0,0
"P_00746",1,0,0,0,0,0,0,0
"P_00747",0.843575194496239,0,0,0,0.0668440172314023,0,0,0
"P_00749",0.872243297113097,0.0146595512119848,0,0,0.000482222079341606,0.0705089050343985,0,0
"P_00751",0.908369767890439,0,0,0,0.00882466405195139,0,0,0
"P_00753",0.910909470841638,0,0,0.00056259242589854,0,0,0,0
"P_00754",0.999574037163248,0,0,0.000425962836751752,0,0,0,0
"P_00755",1,0,0,0,0,0,0,0
"P_00757",0.833713752973703,0,0,0.125867999742815,0,0,0,0
"P_00758",0.640270365845818,0.0919918986690671,0.0144345142416254,0.0970391564328425,0.0536472063267537,0,0,0
"P_00764",0.680857390857069,0.0553992798816949,0.0973847489230374,0.166358580338198,0,0,0,0
"P_00766",0.8076657236546,0.0155838101973896,0.011219700379348,0.165530765768662,0,0,0,0
"P_00767",0.726170192245869,0,0.0332411753359481,0.240588632418183,0,0,0,0
"P_00768",0.829928309650871,0,0.014000514370218,0.0941618980261043,0,0,0,0
"P_00772",0.718044750208963,0.0911399729955636,0,0.0172072911978396,0.0647142030476435,0,0,0
"P_00776",NA,NA,NA,NA,NA,NA,NA,NA
"P_00777",NA,NA,NA,NA,NA,NA,NA,NA
"P_00779",NA,NA,NA,NA,NA,NA,NA,NA
"P_00781",0.73887674403652,0.088479714524529,0.00411496174371504,0.168528579695236,0,0,0,0
"P_00785",0.986714781714139,0,0,0,0.00104481450524015,0,0,0
"P_00789",NA,NA,NA,NA,NA,NA,NA,NA
"P_00790",1,0,0,0,0,0,0,0
"P_00791",0.947140423069504,0,0,0.0528595769304957,0,0,0,0
"P_00794",0.790980839709381,0,0.0699302385391886,0.130714331640198,0,0.00837459011123256,0,0
"P_00796",0.949808718575194,0,0,0,0.0157766990291262,0,0,0
"P_00797",0.911769433549797,0,0,0,0.0866874557963094,0,0,0
"P_00799",1,0,0,0,0,0,0,0
"P_00800",0.994269594290491,0,0,0.00573040570950942,0,0,0,0
"P_00804",0.981812190574166,0,0,0.0181878094258342,0,0,0,0
"P_00805",0.944552497910371,0.024617437150389,0,0.03083006493924,0,0,0,0
"P_00809",NA,NA,NA,NA,NA,NA,NA,NA
"P_00812",0.988611521892882,0,0,0.0107615894039735,0.000626888703144088,0,0,0
"P_00818",0.773251141258921,0.134580145309587,0.0206391049958207,0.0119992927409503,0,0,0,0
"P_00820",0.635086478492895,0.0767054587539382,0,0.0282582138494181,0.07046871986112,0,0,0
"P_00821",0.946216164084099,0,0,0.0275027325917829,0,0,0,0
"P_00822",0.913208062753167,0.0548849096637305,0,0.0319070275831029,0,0,0,0
"P_00825",0.582918086542789,0.335401530251398,0.0090577380569665,0.0726226451488459,0,0,0,0
"P_00830",0.899312029833473,0,0.0537195396386549,0.0436410981804154,0.00332733234745708,0,0,0
"P_00832",0.899022696585868,0,0.0217321417089951,0,0,0,0,0
"P_00834",0.93236835337234,0.0566852054266058,0,0,0,0,0,0
"P_00838",0.868996335112197,0.0255015109625153,0,0.0495965408602842,0.0316578795087764,0,0,0
"P_00839",0.840119269594291,0.0258872886259886,0,0.0205506976146081,0.0503198739792966,0,0,0
"P_00841",0.723807304057095,0.0684273130585739,0.0149810325982126,0.128086221307786,0.0238780299620652,0,0,0
"P_00842",0.903716324824793,0.0556645020253327,0,0.014522921622838,0,0,0,0
"P_00845",0.505931331575902,0.0360541374654407,0.0964122677296985,0.0272696585867678,0.0558091686491352,0,0,0
"P_00849",0.762537774062882,0.0525461325789237,0,0.140905291583617,0.0366649520992735,0,0,0
"P_00851",0.781738249855333,0.0411174692985276,0.0762553848132193,0.0531730212820678,0,0,0,0
"P_00852",0.603131228701858,0,0.0336912492766669,0.164686877129814,0,0.0040345913971581,0,0
"P_00855",0.961020381919887,0,0,0.00797273837844789,0.021105253005851,0,0,0
"P_00856",0.880513405773806,0.0855461968752009,0,0.00387385070404424,0,0,0,0
"P_00860",0.881895775734585,0.0996511926959429,0,0.0184530315694721,0,0,0,0
"P_00861",0.767408217064232,0.170995949334534,0,0.0156159583360123,0.00797273837844789,0,0,0
"P_00863",0.707660901433807,0,0,0.0437777277695621,0,0,0,0
"P_00865",0.660033434064168,0.236441522535845,0.00510351700636533,0.0758535330804346,0,0,0,0
"P_00866",0.81449720311194,0.167564135536552,0,0,0.0179386613515077,0,0,0
"P_00867",0.900485436893204,0,0,0.00345592490194818,0.0688532758953257,0,0,0
"P_00873",0.66620587667974,0.170497653185881,0.0154552176428985,0.126695814312351,0,0.0211454381791294,0,0
"P_00874",0.685840352343599,0.0208561049315245,0.065855461968752,0.151007844145824,0.0764402366103003,0,0,0
"P_00876",0.562262907477657,0.240162669581431,0.00418729505561628,0.0425802096058638,0.0605831672346171,0,0,0
"P_00878",0.838632418182987,0.00362470262971774,0,0.137344885231145,0,0,0,0
"P_00879",0.740677039799396,0.116561113611522,0,0.142761846589083,0,0,0,0
"P_00883",0.630071368867743,0.112864077669903,0,0.0208239567929017,0.051935317945091,0,0,0
"P_00884",0.387537774062882,0.251591332861827,0.024328103902784,0.334766604513599,0,0,0,0
"P_00885",0.771370475149489,0.101917636468848,0.0565566128721147,0.037516877772777,0,0.00352825821384942,0,0
"P_00893",0.795971838230566,0.0772519771105253,0.0193049572429756,0.0972240082299235,0,0,0,0
"P_00894",0.808630167813284,0.173246319038128,0.0181235131485887,0,0,0,0,0
"P_00903",0.665016395550698,0.0625602777599177,0.0221822156497139,0.0620378705072976,0.025927473799267,0,0,0
"P_00909",0.76500514370218,0.183405130842924,0.0161303285539767,0.0132771812512056,0,0,0,0
"P_00911",1,0,0,0,0,0,0,0
"P_00913",0.95711438307722,0.00113322188645277,0,0,0.0145872179000836,0,0,0
"P_00914",1,0,0,0,0,0,0,0
"P_00916",0.976837266122291,0.00157525879251591,0,0,0,0,0,0
"P_00920",0.738209670160098,0.00079566643091365,0,0.00776377547739986,0.113949077348422,0,0,0
"P_00921",0.627298591911528,0.308911464026233,0,0.0577943162090915,0,0,0,0
"P_00922",0.856828264643477,0,0,0.00972481193338906,0,0,0,0
"P_00925",0.936909277952807,0.0597714267343921,0,0.00331929531280139,0,0,0,0
"P_00926",1,0,0,0,0,0,0,0
"P_00927",0.926356651449881,0,0,0,0.0070967016009773,0,0,0
"P_00928",0.873183630167813,0.00286922137208256,0,0.0226965858676783,0,0,0,0
"P_00931",0.867413039285025,0.121335112197004,0.0112518485179708,0,0,0,0,0
"P_00932",0.844676268244069,0.0957050086799974,0.00205748087185752,0.0392769883623738,0,0,0,0
"P_00933",0.631469812897833,0,0,0.00420336912492767,8.03703465569343e-06,0,0,0
"P_00937",0.950765125699222,0.0041631839516492,0,0,0.0323169163505433,0,0,0
"P_00938",0.933726612229152,0,0,0,0,0,0,0
"P_00944",0.338961936603871,0.278370732334598,0,0,0.0876518999549926,0,0,0
"P_00945",0.640053365910114,0,0,0,0.0468398379733813,0.00528836880344628,0,0
"P_00961",0.841429306243168,0.0976499710666753,0.011404552176429,0.00479810968944898,0.00479007265479329,0,0,0
"P_00964",0.928751687777278,0,0,0,0,0,0,0
"P_00966",0.791559506204591,0,0,0,0.0171510319552498,0,0,0
"P_00970",1,0,0,0,0,0,0,0
"P_00973",0.617863113225744,0,0,0,0,0,0,0
"P_00974",0.799725133414775,0.184851797080949,0,0,0,0,0,0
"P_00978",0.811370796630875,0.116971002378962,0.0324696200090015,0.00754677554169614,0.0127869221372083,0,0,0
"P_00979",0.58327171606764,0.401899954992606,0.0148283289397544,0,0,0,0,0
"P_00980",0.961920529801324,0,0,0.0373079148717289,0,0,0,0
"P_00981",0.711309715167492,0.237920336912493,0,0.00443644312994278,0,0,0,0
"P_00982",0.634773034141323,0.0167572172571208,0,4.82222079341606e-05,0.00294959171863949,0.00589114640262329,0,0
"P_00983",0.787388285218286,0.0205748087185752,0,0,0,0,0,0
"P_00985",0.952340384491738,0,0,0,0,0,0,0
"P_00986",0.76448273644956,0.0828618273001993,0.00220214749566,0.00254773998585482,0,0,0,0
"P_00992",0.570219571786793,0.407501768147624,0.00780396065067833,0,0.0144746994149039,0,0,0
"P_00993",0.911013952292162,0.0408120619816113,0.0373963222529416,0,0,0,0,0
"P_00994",0.98934289204655,0,0,0.00474185044685913,0,0,0,0
"P_00995",0.786705137272552,0.20931653057288,0,0.00397833215456825,0,0,0,0
"P_00999",0.92443580016717,0.0590641676846911,0,0.00966051565614351,0,0,0,0
"P_01000",0.651996399408474,0,0,0,0,0,0,0
"P_01007",0.962716196232238,0.0345351379155147,0,0,0,0,0,0
"P_01014",0.682569279238732,0.239286632803961,0,0,0,0,0,0
"P_01016",0.515423069504276,0.165370025075548,0,0,0,0,0,0
