"","plot_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","mx","mx2","mx3"
"36","P_00095",0.0554764370792336,0,0,0,0,0,0.513788192646297,0.378625064733299,0,0.0521103055411704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"37","P_00098",0,0,0,0,0,0,0.562176333505955,0.373996633868462,0,0,0.0638270326255826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","11"
"38","P_00102",0,0,0,0,0,0,0.335059554634904,0.380372863801139,0,0.284567581563957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","7","10"
"39","P_00109",0,0,0,0,0,0,0.775407819782496,0.224592180217504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"40","P_00113",0,0,0,0,0,0,0.608946141895391,0.334056188503366,0,0.0569976696012429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","10"
"41","P_00114",0,0,0,0,0,0,0.938438632832729,0.0615613671672708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"42","P_00116",0,0,0,0,0,0,0.950640859658208,0,0,0.0493591403417918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","1"
"43","P_00119",0,0,0,0,0,0,0.971970481615743,0,0,0.0280295183842569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","1"
"44","P_00123",0,0,0,0,0,0,0.939377265665458,0,0,0.0149533920248576,0,0,0,0,0,0,0,0.0456693423096841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","18","10"
"45","P_00124",0,0,0,0,0,0,0.161865613671673,0.836580787156914,0,0.00155359917141378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","7","10"
"46","P_00131",0,0,0,0,0,0,0.880049197307095,0,0,0,0,0,0,0,0,0,0,0.119950802692905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","18","1"
"47","P_00133",0,0,0,0,0,0,0.501132832729156,0.498867167270844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"48","P_00135",0,0,0,0,0,0,0.956887622993268,0.0431123770067323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"49","P_00138",0,0,0,0,0,0,0,0.949022527187986,0,0,0,0,0,0.0509774728120145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","14","1"
"50","P_00141",0,0,0,0,0,0,0.667691610564474,0.332308389435526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"51","P_00143",0,0,0,0,0,0,0.926301139306059,0,0,0.073698860693941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","1"
"52","P_00145",0,0,0,0,0,0,0.0195170895908856,0.980482910409114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","7","1"
"53","P_00147",0,0,0,0,0,0,0.960189021232522,0,0,0.039810978767478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","1"
"54","P_00149",0,0,0,0,0,0,0.930767736923874,0,0,0,0,0,0,0,0,0,0,0.0692322630761264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","18","1"
"55","P_00151",0,0,0,0,0,0,0.984399274987053,0,0,0,0.000194199896426722,0,0,0,0,0,0,0.0154065251165199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","18","11"
"56","P_00152",0,0,0,0,0,0,0.558518902123252,0,0,0.0969057483169342,0,0,0,0,0,0,0,0.344575349559814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","18","10"
"57","P_00153",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","1","2"
"58","P_00160",0,0,0,0,0,0,0.96329621957535,0.0367037804246504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"59","P_00161",0,0,0,0,0,0,0.775310719834283,0,0,0.0485823407560849,0,0,0,0.151184619368203,0.0249223200414293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","14","10"
"60","P_00169",0.0847682547902641,0,0,0,0,0,0,0,0,0,0,0,0,0.470255049197307,0.26657172449508,0.0165069911962714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741843604350078,0,0,0,0,0,0,0.0877136198860694,0,0,0,"14","15","38"
"61","P_00172",0.0139500258933195,0,0,0,0,0,0.895390989124806,0.0646038322112895,0,0.00517866390471258,0,0,0,0.0208764888658726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","14"
"62","P_00177",0,0,0,0,0,0,0,0.360629207664423,0.520973588814086,0.118397203521491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","8","10"
"63","P_00185",0,0,0,0,0,0,0.713652252718799,0.223556447436561,0,0.0627912998446401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","10"
"64","P_00187",0,0,0,0,0,0,0.961742620403936,0,0,0.0382573795960642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","1"
"65","P_00190",0,0,0,0,0,0,0.768028223718281,0.231971776281719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"66","P_00192",0,0,0,0,0,0,0.643125323666494,0.350304246504402,0,0.00657042982910409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","10"
"67","P_00200",0,0,0,0,0,0,0.499287933713102,0.445009062661833,0,0,0,0,0,0.025472553081305,0,0,0,0.0302304505437597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","18"
"68","P_00201",0,0,0,0,0,0,0.561787933713102,0.438212066286898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"69","P_00203",0,0,0,0,0,0,0.74171413775246,0,0,0.0172190574831693,0.241066804764371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","11","10"
"70","P_00204",0,0,0,0,0,0,0.291752977731745,0.531298549974107,0,0.0264759192128431,0.0942193164163646,0,0,0,0,0,0,0.0562532366649404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","7","11"
"71","P_00207",0,0,0,0,0,0,0,0.978120145002589,0,0,0,0,0,0.0218798549974107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","14","1"
"72","P_00211",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","1","2"
"73","P_00212",0,0,0,0,0,0,0.844542982910409,0.155457017089591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"74","P_00216",0,0,0,0,0,0,0.890147591921284,0,0,0.109852408078716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","1"
"75","P_00219",0,0,0,0,0,0,0.935072501294666,0,0,0,0.00640859658208182,0,0,0.0585189021232522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","14","11"
"76","P_00221",0.0416882444329363,0,0,0,0,0,0.823116261004661,0.0417206110823408,0,0.040523045054376,0,0,0,0.0529518384256862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","14","8"
"77","P_00227",0,0,0,0,0,0,0.360596841015018,0.507153029518384,0,0.052013205592957,0,0,0,0.0285473847747281,0,0,0,0.0516895390989125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","7","10"
"78","P_00231",0,0,0,0,0,0,0.0187726566545831,0.981227343345417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","7","1"
"79","P_00234",0,0,0,0,0,0,0.322307094769549,0.118008803728638,0,0,0,0,0,0.559684101501813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14","7","8"
"80","P_00236",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","1","2"
"81","P_00237",0,0,0,0,0,0,0.0900763852925945,0.783596582081823,0,0.0357004142931124,0,0,0,0,0,0,0,0.0906266183324702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","18","7"
"82","P_00242",0,0,0,0,0,0,0.013270326255826,0.986729673744174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","7","1"
"83","P_00244",0,0,0,0,0,0,0.812176333505955,0.187823666494045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"84","P_00245",0,0,0,0,0,0,0.829395390989125,0.0573537027446919,0,0.0666752977731745,0,0,0,0.0465756084930088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","8"
"85","P_00246",0,0,0,0,0,0,0.788581046090109,0,0,0.151896685655101,0,0,0,0.00925686172967374,0.00543759709994821,0.0442128430864837,0,0.000614966338684619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","16"
"86","P_00249",0,0,0,0,0,0,0.228702744691869,0.450446659761781,0,0.169245209735888,0,0,0,0.0591338684619368,0,0,0,0.0381279129984464,0,0,0,0,0,0,0,0,0,0,0,0,0.0543436043500777,0,0,0,0,0,0,0,0,0,0,"8","7","10"
"87","P_00250",0.419763076126359,0,0,0,0,0,0.224397980321077,0.318487830139824,0,0,0,0,0,0.0373511134127395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","8","7"
"88","P_00254",0,0,0,0,0,0,0.457858622475401,0.307062402900052,0,0.103767477990678,0,0,0,0.131311496633868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","14"
"89","P_00258",0,0,0,0,0,0,0.963134386328327,0,0,0.00194199896426722,0,0,0,0.0161185914034179,0,0,0,0.0188050233039876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","18","14"
"90","P_00260",0,0,0,0,0,0,0.907593215950285,0,0,0.0922773174520974,0,0,0,0.000129466597617815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","14"
"91","P_00262",0,0,0,0,0,0,0.396426721905748,0,0.403773951320559,0.188794665976178,0,0,0,0,0,0,0,0.0110046607975142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","7","10"
"92","P_00264",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","1","2"
"93","P_00267",0.0757055929570171,0,0,0,0,0,0.866681771103055,0,0,0,0,0,0,0.0576126359399275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","1","14"
"94","P_00270",0,0,0,0,0,0,0.877621698601761,0.122378301398239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"95","P_00273",0,0,0,0,0,0,0.799520973588814,0.18364836872087,0,0,0.0168306576903159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","11"
"96","P_00274",0,0,0,0,0,0,0.400990419471776,0.599009580528224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","7","1"
"97","P_00275",0,0,0,0,0,0,0.734658208182289,0,0,0,0.265341791817711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","11","1"
"98","P_00279",0,0,0,0,0,0,0.895552822371828,0,0,0.104447177628172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","1"
"99","P_00283",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","1","2"
"100","P_00284",0,0,0,0,0,0,0.275504919730709,0.724495080269291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","7","1"
"101","P_00285",0,0,0,0,0,0,0.796251941998964,0.100822112894873,0,0.102925945106163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","8"
"102","P_00289",0,0,0,0,0,0,0.456596323148628,0.543403676851372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","7","1"
"103","P_00290",0,0,0,0,0,0,0.505534697048162,0.00294536509580528,0.411347747281201,0,0,0,0,0,0,0,0,0.0801721905748317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","9","18"
"104","P_00293",0,0,0,0,0,0,0.328974624546867,0,0,0,0.321530295183843,0,0,0.337778353184878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117167270844122,0,0,0,0,0,0,0,0,0,0,"14","7","11"
"105","P_00295",0,0,0,0,0,0,0.873187467633351,0,0,0.00443423096841015,0.122378301398239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","11","10"
"106","P_00297",0,0,0,0,0,0,0.924229673744174,0,0,0,0,0,0,0,0,0,0,0.075770326255826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","18","1"
"107","P_00299",0,0,0,0,0,0,0.760551527705852,0,0,0.152802951838426,0,0,0,0.000161833247022268,0,0,0,0.0864836872087002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","18"
"108","P_00302",0,0,0,0,0,0,0.722099948213361,0,0,0.153256084930088,0.110499741066805,0,0,0,0,0,0,0.0141442257897462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","11"
"109","P_00306",0,0,0,0,0,0,0.850498446400829,0.149501553599171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"110","P_00311",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","1","2"
"111","P_00313",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","1","2"
"112","P_00314",0,0,0,0,0,0,0.555864836872087,0,0,0,0,0,0,0.134483428275505,0,0.309651734852408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","16","14"
"113","P_00315",0,0,0,0,0,0,0.512105126877266,0.339073019161056,0,0,0,0,0,0.148821853961678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","14"
"114","P_00317",0,0,0,0,0,0,0.715982651475919,0,0,0.0511716727084412,0.047514241325738,0,0,0.133738995339202,0,0.00792982910409114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043662610046608,0,0,0,0,0,0,0,0,0,0,"7","14","10"
"115","P_00318",0,0,0,0,0,0,0.878981097876748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121018902123252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","26","1"
"116","P_00323",0,0,0,0,0,0,0.775375453133092,0.224624546866908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","1"
"117","P_00324",0,0,0,0,0,0,0.820365095805282,0.0917270844122216,0,0.0625647332988089,0,0,0,0.0253430864836872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","10"
"118","P_00325",0,0,0,0,0,0,0.725757379596064,0.0509127395132056,0,0.187467633350596,0,0,0,0,0,0,0,0.0358622475401346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","10","8"
"119","P_00331",0,0,0,0,0,0,0.534146815121699,0.418792076644226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470611082340756,0,0,0,0,0,0,0,0,0,0,"7","8","31"
"120","P_00332",0.0919212843086484,0,0,0,0,0,0.908078715691352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","1","2"
