"","BC","MT","AG","UB","PT","RC","AC","ZH","LT"
"P_03526",0.779453650958053,0.198051527705852,0.0224948213360953,0,0,0,0,0,0
"P_03527",0.948537027446919,0,0,0,0.0514629725530813,0,0,0,0
"P_03531",1,0,0,0,0,0,0,0,0
"P_03539",0.647721387881926,0.0704945624029001,0,0.10072501294666,0.181059036768514,0,0,0,0
"P_03542",0.985596841015018,0.0144031589849819,0,0,0,0,0,0,0
"P_03546",0.817840497151735,0.0493915069911963,0.0220416882444329,0.0454427757638529,0.065283531848783,0,0,0,0
"P_03549",0.54149404453651,0.00262169860176075,0.189798032107716,0.11104997410668,0.155036250647333,0,0,0,0
"P_03551",0.835577421025375,0.164422578974625,0,0,0,0,0,0,0
"P_03552",0.903773951320559,0,0.00825349559813568,0,0.087972553081305,0,0,0,0
"P_03554",1,0,0,0,0,0,0,0,0
"P_03555",0.657496116002071,0.110532107716209,0.122669601242879,0.10930217503884,0,0,0,0,0
"P_03557",1,0,0,0,0,0,0,0,0
"P_03560",1,0,0,0,0,0,0,0,0
"P_03562",1,0,0,0,0,0,0,0,0
"P_03563",1,0,0,0,0,0,0,0,0
"P_03566",0.953586224754013,0.0464137752459865,0,0,0,0,0,0,0
"P_03568",0.979511910926981,0.0204880890730192,0,0,0,0,0,0,0
"P_03570",1,0,0,0,0,0,0,0,0
"P_03572",0.73161574313827,0.238898239254272,0.0285150181253237,0,0.00097099948213361,0,0,0,0
"P_03573",0.963393319523563,0.0366066804764371,0,0,0,0,0,0,0
"P_03575",0.89186302433972,0.10813697566028,0,0,0,0,0,0,0
"P_03576",0.740678404971517,0,0,0.158693682030036,0.100627912998446,0,0,0,0
"P_03580",1,0,0,0,0,0,0,0,0
"P_03582",1,0,0,0,0,0,0,0,0
"P_03587",0.983234075608493,0,0.00495209735888141,0,0,0,0.0118138270326256,0,0
"P_03592",1,0,0,0,0,0,0,0,0
"P_03597",0.962713619886069,0,0.0372863801139306,0,0,0,0,0,0
"P_03598",0.895488089073019,0.104511910926981,0,0,0,0,0,0,0
"P_03599",1,0,0,0,0,0,0,0,0
"P_03601",0.876780165717245,0.123219834282755,0,0,0,0,0,0,0
"P_03606",0.82790652511652,0.17209347488348,0,0,0,0,0,0,0
"P_03610",1,0,0,0,0,0,0,0,0
"P_03611",1,0,0,0,0,0,0,0,0
"P_03615",1,0,0,0,0,0,0,0,0
"P_03616",1,0,0,0,0,0,0,0,0
"P_03618",1,0,0,0,0,0,0,0,0
"P_03620",1,0,0,0,0,0,0,0,0
"P_03622",1,0,0,0,0,0,0,0,0
"P_03624",1,0,0,0,0,0,0,0,0
"P_03634",1,0,0,0,0,0,0,0,0
"P_03639",1,0,0,0,0,0,0,0,0
"P_03643",1,0,0,0,0,0,0,0,0
"P_03646",1,0,0,0,0,0,0,0,0
"P_03650",1,0,0,0,0,0,0,0,0
"P_03651",0.893125323666494,0.0909826514759192,0.0158920248575867,0,0,0,0,0,0
"P_03655",0.968215950284826,0.0191286897980321,0,0.0126553599171414,0,0,0,0,0
"P_03656",1,0,0,0,0,0,0,0,0
"P_03658",1,0,0,0,0,0,0,0,0
"P_03663",0.47928534438115,0.458667788710513,0.0310719834282755,0,0,0.0309748834800621,0,0,0
"P_03665",1,0,0,0,0,0,0,0,0
"P_03671",1,0,0,0,0,0,0,0,0
"P_03680",0.909308648368721,0,0,0.0906913516312791,0,0,0,0,0
"P_03682",1,0,0,0,0,0,0,0,0
"P_03684",1,0,0,0,0,0,0,0,0
"P_03685",1,0,0,0,0,0,0,0,0
"P_03688",0.887558259968928,0.112441740031072,0,0,0,0,0,0,0
"P_03691",0.918015277058519,0.0205851890212325,0,0.0132055929570171,0.0481939409632315,0,0,0,0
"P_03693",0.822145261522527,0.00877136198860694,0.0761587260486794,0.0572242361470741,0,0,0.0357004142931124,0,0
"P_03707",0.978670378042465,0,0,0,0.021329621957535,0,0,0,0
"P_03708",1,0,0,0,0,0,0,0,0
"P_03711",1,0,0,0,0,0,0,0,0
"P_03713",1,0,0,0,0,0,0,0,0
"P_03720",0.998672967374417,0.0013270326255826,0,0,0,0,0,0,0
"P_03731",0.435169601242879,0,0.285020714655619,0.0998187467633351,0.179990937338167,0,0,0,0
"P_03734",0.453877524598653,0.198504660797514,0,0.347617814603832,0,0,0,0,0
"P_03735",0.654129984464008,0,0.119594769549456,0.171996374935267,0,0,0,0.0542788710512688,0
"P_03743",0.677272138788193,0,0.300491973070948,0,0.0222358881408597,0,0,0,0
"P_03745",1,0,0,0,0,0,0,0,0
"P_03746",1,0,0,0,0,0,0,0,0
"P_03749",1,0,0,0,0,0,0,0,0
"P_03750",0.905554117037804,0.0684878301398239,0.000420766442257897,0.0255372863801139,0,0,0,0,0
"P_03751",1,0,0,0,0,0,0,0,0
"P_03753",1,0,0,0,0,0,0,0,0
"P_03758",1,0,0,0,0,0,0,0,0
"P_03763",1,0,0,0,0,0,0,0,0
"P_03765",0.964946918694977,0,0.0350530813050233,0,0,0,0,0,0
"P_03766",1,0,0,0,0,0,0,0,0
"P_03767",0.33706628689798,0.66293371310202,0,0,0,0,0,0,0
"P_03770",0.864966338684619,0.0708829621957535,0.0641506991196271,0,0,0,0,0,0
"P_03771",0.841079751424133,0.0698795960642154,0.089040652511652,0,0,0,0,0,0
"P_03777",1,0,0,0,0,0,0,0,0
"P_03784",1,0,0,0,0,0,0,0,0
"P_03788",1,0,0,0,0,0,0,0,0
"P_03789",0.851469445882962,0.104932677369239,0.000420766442257897,0,0.0431771103055412,0,0,0,0
"P_03790",0.786606680476437,0.189668565510098,0.0237247540134645,0,0,0,0,0,0
"P_03791",0.691286897980321,0.101145779388918,0.207567322630761,0,0,0,0,0,0
"P_03795",0.780877783531849,0.219122216468151,0,0,0,0,0,0,0
"P_03798",0.999676333505955,0.000323666494044537,0,0,0,0,0,0,0
"P_03800",0.966079751424133,0,0,0,0.0339202485758674,0,0,0,0
"P_03808",0.982457276022786,0,0,0,0.0175427239772139,0,0,0,0
"P_03812",0.952874158467116,0.0471258415328845,0,0,0,0,0,0,0
"P_03814",0.9229673744174,0,0.0770326255825997,0,0,0,0,0,0
"P_03815",0.898595287415847,0,0.0382573795960642,0.0631473329880891,0,0,0,0,0
"P_03819",0.808033402382185,0.191966597617815,0,0,0,0,0,0,0
"P_03824",0.985888140859658,0.0141118591403418,0,0,0,0,0,0,0
"P_03826",0.682062402900052,0.239286639047126,0.000453133091662351,0.0659632314862765,0.0122345934748835,0,0,0,0
"P_03827",0.998187467633351,0.0018125323666494,0,0,0,0,0,0,0
"P_03831",0.949864060072501,0.0501359399274987,0,0,0,0,0,0,0
"P_03835",0.204945624029001,0.374255567063698,0.226437079233558,0,0.194361729673744,0,0,0,0
"P_07292",0.56308259968928,0,0.43691740031072,0,0,0,0,0,0
"P_03837",0.479447177628172,0.520552822371828,0,0,0,0,0,0,0
"P_03838",0.792432677369239,0.0939927498705334,0,0.0694588296219575,0,0.0441157431382703,0,0,0
"P_03841",0.831563956499223,0.00644096323148628,0.161995080269291,0,0,0,0,0,0
"P_03846",0.745889435525634,0.223653547384775,0,0.0298744174003107,0,0.000582599689280166,0,0,0
"P_03847",0.764726825479026,0.226534179181771,0.00873899533920248,0,0,0,0,0,0
"P_03854",0.988024339720352,0.0119756602796479,0,0,0,0,0,0,0
"P_03856",0.65464785085448,0.0201320559295702,0.204104091144485,0,0.121116002071466,0,0,0,0
"P_03865",0.872216468151217,0.0188697566027965,0,9.7099948213361e-05,0.108816675297773,0,0,0,0
"P_03873",1,0,0,0,0,0,0,0,0
"P_03877",0.884709994821336,0.0537610046607975,0,0.0615290005178664,0,0,0,0,0
"P_03883",1,0,0,0,0,0,0,0,0
"P_03887",1,0,0,0,0,0,0,0,0
"P_03891",0.87710383221129,0.122896167788711,0,0,0,0,0,0,0
"P_03894",0.989060072501295,0.0109399274987053,0,0,0,0,0,0,0
"P_03897",0.686496633868462,0,0,0.149501553599171,0.164001812532367,0,0,0,0
"P_03900",1,0,0,0,0,0,0,0,0
"P_07297",0.655683583635422,0.0398757120662869,0,0.258026929052305,0.0464137752459865,0,0,0,0
"P_03904",0.793338943552563,0,0,0.206661056447437,0,0,0,0,0
"P_03906",0.891442257897463,0.108557742102538,0,0,0,0,0,0,0
"P_03911",0.782107716209218,0.171575608493009,0,0.0463166752977732,0,0,0,0,0
"P_03915",0.920378042465044,0.079621957534956,0,0,0,0,0,0,0
"P_03916",0.873575867426204,0.126424132573796,0,0,0,0,0,0,0
"P_03917",0.834056188503366,0.165943811496634,0,0,0,0,0,0,0
"P_03918",1,0,0,0,0,0,0,0,0
"P_03919",0.750194199896427,0,0,0.249805800103573,0,0,0,0,0
"P_03927",0.979252977731745,0,0,0.0207470222682548,0,0,0,0,0
"P_03933",1,0,0,0,0,0,0,0,0
"P_03934",0.799974106680476,0.0196141895390989,0.180411703780425,0,0,0,0,0,0
"P_03940",0.92979673744174,0.00482263076126359,0,0.0653806317969964,0,0,0,0,0
"P_03946",0.99171413775246,0.00828586224754013,0,0,0,0,0,0,0
"P_03947",0.865128171931642,0,0,0.134871828068358,0,0,0,0,0
"P_03954",1,0,0,0,0,0,0,0,0
"P_03956",0.753981097876748,0,0,0.246018902123252,0,0,0,0,0
"P_03958",0.311302433972035,0.664519678922838,0,0,0.0241778871051269,0,0,0,0
"P_03965",1,0,0,0,0,0,0,0,0
"P_03966",1,0,0,0,0,0,0,0,0
"P_03967",1,0,0,0,0,0,0,0,0
"P_03969",1,0,0,0,0,0,0,0,0
"P_03973",0.955528223718281,0.0444717762817193,0,0,0,0,0,0,0
"P_03975",0.797999741066805,0,0,0,0.202000258933195,0,0,0,0
"P_03982",0.744271103055412,0.208959088555153,0,0.00097099948213361,0.0457988089073019,0,0,0,0
"P_03984",0.694782496116002,0,0,0.305217503883998,0,0,0,0,0
"P_03987",0.806382703262558,0.193617296737442,0,0,0,0,0,0,0
"P_03991",1,0,0,0,0,0,0,0,0
"P_03994",0.93008803728638,0.00194199896426722,0,0.0242102537545313,0.0437597099948213,0,0,0,0
"P_03996",1,0,0,0,0,0,0,0,0
"P_03997",0.833052822371828,0.166947177628172,0,0,0,0,0,0,0
"P_04001",1,0,0,0,0,0,0,0,0
"P_04004",1,0,0,0,0,0,0,0,0
"P_04008",0.659114448472294,0.340885551527706,0,0,0,0,0,0,0
"P_08559",1,0,0,0,0,0,0,0,0
"P_04011",1,0,0,0,0,0,0,0,0
"P_04020",0.917303210771621,0.0826967892283791,0,0,0,0,0,0,0
"P_04024",0.925427239772139,0.0745727602278612,0,0,0,0,0,0,0
"P_04025",0.967957017089591,0.0320429829104091,0,0,0,0,0,0,0
"P_04029",0.999902900051787,9.7099948213361e-05,0,0,0,0,0,0,0
"P_04031",0.923938373899534,0.0746374935266701,0,0.00142413257379596,0,0,0,0,0
"P_04032",0.315315898498187,0.67034567581564,0,0,0,0.014338425686173,0,0,0
"P_04035",0.93067063697566,0.0405877783531849,0.0287415846711548,0,0,0,0,0,0
"P_04039",0.819135163127913,0.180864836872087,0,0,0,0,0,0,0
"P_04040",0.630146297255308,0.355936043500777,0,0,0,0.0139176592439151,0,0,0
"P_04042",0.906201450025893,0,0.0868397203521491,0.00695882962195753,0,0,0,0,0
"P_04046",0.0133026929052305,0.98669730709477,0,0,0,0,0,0,0
"P_04049",0.157075349559814,0.765277058518902,0,0.0776475919212843,0,0,0,0,0
"P_04050",0.124449766960124,0.790620145002589,0.0849300880372864,0,0,0,0,0,0
"P_04052",0.293306576903159,0.706693423096841,0,0,0,0,0,0,0
"P_04057",1,0,0,0,0,0,0,0,0
"P_04059",1,0,0,0,0,0,0,0,0
"P_04060",0.966273951320559,0,0,0.0337260486794407,0,0,0,0,0
"P_04061",0.137396426721906,0.862603573278094,0,0,0,0,0,0,0
"P_04067",0.447145261522527,0.269355256343863,0.149210253754531,0.132865095805282,0.00142413257379596,0,0,0,0
"P_04075",0.571983428275505,0.320624029000518,0.092536250647333,0,0.0148562920766442,0,0,0,0
"P_04090",0.47986794407043,0.512461160020715,0,0.00767089590885552,0,0,0,0,0
"P_04098",0.906492749870533,0.0172514241325738,0.0189021232522009,0.0551204039357846,0.0022332988089073,0,0,0,0
"P_04100",0.384677628171932,0.572404194717763,0,0,0.0429181771103055,0,0,0,0
"P_04103",0.688276799585707,0.311723200414293,0,0,0,0,0,0,0
"P_04104",0.716403417918177,0.283596582081823,0,0,0,0,0,0,0
"P_04108",0.740904971517349,0.259095028482651,0,0,0,0,0,0,0
"P_04114",1,0,0,0,0,0,0,0,0
"P_04115",0.560072501294666,0.0524987053340238,0,0.32347229414811,0.0639564992232004,0,0,0,0
"P_04117",0.918500776799586,0,0,0.0145326255825997,0.0669665976178146,0,0,0,0
"P_04121",0.837033920248576,0.162966079751424,0,0,0,0,0,0,0
"P_04122",0.47332988089073,0.52667011910927,0,0,0,0,0,0,0
"P_04123",0.110726307612636,0.889273692387364,0,0,0,0,0,0,0
"P_08561",0.982327809425168,0,0,0,0.0176721905748317,0,0,0,0
"P_04124",0.7645326255826,0.2354673744174,0,0,0,0,0,0,0
"P_04125",0.477958311755567,0,0,0.433195235629208,0.0888464526152253,0,0,0,0
"P_04130",0.411088814085966,0.0817905230450544,0.480612377006732,0,0.0265082858622475,0,0,0,0
"P_04135",1,0,0,0,0,0,0,0,0
"P_04136",0.904032884515795,0.0551204039357846,0,0,0.0408467115484205,0,0,0,0
"P_04137",0.835642154324184,0.164357845675816,0,0,0,0,0,0,0
"P_04142",0.713975919212843,0.286024080787157,0,0,0,0,0,0,0
"P_04147",0.442354997410668,0.155100983946142,0,0.285991714137752,0.116552304505438,0,0,0,0
"P_04148",0.851760745727602,0.148239254272398,0,0,0,0,0,0,0
"P_04154",0.620921802175039,0.379078197824961,0,0,0,0,0,0,0
"P_04155",0.275213619886069,0.558292335577421,0.00168306576903159,0.0295831175556706,0.125970999482134,0.00925686172967374,0,0,0
"P_04158",0.619271103055412,0.380728896944588,0,0,0,0,0,0,0
"P_04165",0.656428016571724,0.131279129984464,0.212292853443811,0,0,0,0,0,0
"P_04168",0.618817969963749,0.381182030036251,0,0,0,0,0,0,0
"P_04169",0.362409373381668,0.528871051268773,0.10871957534956,0,0,0,0,0,0
"P_04175",0.37470870015536,0.62529129984464,0,0,0,0,0,0,0
"P_04182",0.563891765924391,0.0935396167788711,0.313859399274987,0.0139500258933195,0.0147591921284309,0,0,0,0
"P_04186",0.495727602278612,0,0.504272397721388,0,0,0,0,0,0
"P_04188",0.714299585706888,0,0.285700414293112,0,0,0,0,0,0
"P_04189",0.541591144484723,0,0.458408855515277,0,0,0,0,0,0
"P_04191",0.985273174520974,0,0.0147268254790264,0,0,0,0,0,0
"P_04194",0.626359399274987,0,0.322986794407043,0.05065380631797,0,0,0,0,0
"P_04195",0.69135163127913,0,0,0.0783272915587778,0.230321077162092,0,0,0,0
"P_04199",0.744335836354221,0.202226825479026,0,0.053437338166753,0,0,0,0,0
"P_04201",0.656881149663387,0,0.340950284826515,0.00216856551009839,0,0,0,0,0
"P_04210",0.478476178146038,0.166623511134127,0.354770844122216,0.000129466597617815,0,0,0,0,0
"P_04212",0.684069135163128,0.294439409632315,0,0.0214914552045572,0,0,0,0,0
"P_04213",0.882379596064215,0,0.117620403935785,0,0,0,0,0,0
"P_04214",0.858590108751942,0,0,0,0.141409891248058,0,0,0,0
"P_04218",0.462875453133092,0.262881926462973,0.274242620403936,0,0,0,0,0,0
"P_04219",0.999838166752978,0,0.000161833247022268,0,0,0,0,0,0
"P_04221",0.667011910926981,0.332988089073019,0,0,0,0,0,0,0
"P_04222",0.45973588814086,0.0294212843086484,0.510842827550492,0,0,0,0,0,0
"P_04224",0.752783531848783,0.0633738995339203,0.166623511134127,0,0.0172190574831693,0,0,0,0
"P_04226",0.616002071465562,0.0383544795442776,0.284146815121699,0,0,0.0614966338684619,0,0,0
"P_04228",0.758415328845158,0,0.00333376488865873,0.00385163127912998,0.234399274987053,0,0,0,0
"P_04229",0.943714396685655,0,0.0562856033143449,0,0,0,0,0,0
"P_04230",0.32347229414811,0.177239772138788,0.387687726566546,0,0.111600207146556,0,0,0,0
"P_04231",0.653158984981875,0.0669989642672191,0.279842050750906,0,0,0,0,0,0
"P_04233",0.828003625064733,0,0.099171413775246,0.0552822371828068,0.0175427239772139,0,0,0,0
"P_04238",0.809943034697048,0.0134321595028483,0.176624805800104,0,0,0,0,0,0
"P_04247",0.998608234075609,0.00139176592439151,0,0,0,0,0,0,0
"P_04249",0.441804764370792,0.184716468151217,0.194847229414811,0,0.17863153806318,0,0,0,0
"P_04251",0.559101501812532,0.334023821853962,0.0232392542723977,0,0,0.0836354220611082,0,0,0
"P_04254",0.538419212843086,0.140309425168307,0.321271361988607,0,0,0,0,0,0
"P_04256",0.706240290005179,0.293759709994821,0,0,0,0,0,0,0
"P_04257",0.419374676333506,0.0247928534438115,0.401605385810461,0,0.0472876747799068,0.106939409632315,0,0,0
"P_04262",0.822533661315381,0.177466338684619,0,0,0,0,0,0,0
"P_04270",0.772786121180735,0.118267736923874,0.0294212843086484,0.00372216468151217,0.0166688244432936,0,0,0.0591338684619368,0
"P_04271",0.877330398757121,0,0.122669601242879,0,0,0,0,0,0
"P_04272",0.702712325220093,0.0606551009839461,0,0.236632573795961,0,0,0,0,0
"P_04279",0.923614707405489,0.0763852925945106,0,0,0,0,0,0,0
"P_04282",0.227699378560331,0.232683842568617,0.526831952356292,0,0,0,0,0.0127848265147592,0
"P_04286",0.519161056447437,0,0.47158208182289,0,0.00925686172967374,0,0,0,0
"P_04291",0.428502071465562,0.24375323666494,0.275925686172967,0.0518190056965303,0,0,0,0,0
"P_04294",0.999449766960124,0.000550233039875712,0,0,0,0,0,0,0
"P_04298",0.900958052822372,0.0990419471776282,0,0,0,0,0,0,0
"P_04303",0.622572501294666,0.0196465561885034,0.134742361470741,0,0.179149404453651,0,0.0351825479026411,0.00870662868979803,0
"P_04305",0.331434489901605,0.161444847229415,0.0711742620403936,0.392931123770067,0.0430152770585189,0,0,0,0
"P_04306",0.508350595546349,0.156460383221129,0,0.293144743656137,0.0198731227343345,0.0221711548420508,0,0,0
"P_04308",0.811205334023822,0.055152770585189,0.133641895390989,0,0,0,0,0,0
"P_04309",0.165458311755567,0.834541688244433,0,0,0,0,0,0,0
"P_04311",0.619238736406007,0.24941740031072,0.057936302433972,0.0734075608493009,0,0,0,0,0
"P_04314",0.446530295183843,0.453424391506991,0.0535020714655619,0.009774728120145,0.00857716209218022,0.0281913516312791,0,0,0
"P_04316",0.469737182806836,0.034243915069912,0.496018902123252,0,0,0,0,0,0
"P_04317",0.872443034697048,0.127556965302952,0,0,0,0,0,0,0
"P_04318",0.90908208182289,0.0475466079751424,0,0,0,0,0.0433713102019679,0,0
"P_04321",1,0,0,0,0,0,0,0,0
"P_04327",1,0,0,0,0,0,0,0,0
"P_04331",1,0,0,0,0,0,0,0,0
"P_04333",0.676009839461419,0,0,0,0.323990160538581,0,0,0,0
"P_04334",0.298355774210254,0.188244432936302,0.44636846193682,0.0669989642672191,0,3.23666494044536e-05,0,0,0
"P_04339",0.847941481097877,0.0186755567063698,0,0,0.133382962195753,0,0,0,0
"P_04340",0.753819264629725,0,0,0.0412027446918695,0.126424132573796,0,0.078553858104609,0,0
"P_04344",0.849430346970482,0.150569653029518,0,0,0,0,0,0,0
"P_04345",1,0,0,0,0,0,0,0,0
"P_04347",1,0,0,0,0,0,0,0,0
"P_04348",0.449119627136199,0,0,0,0.550880372863801,0,0,0,0
"P_04351",0.554117037804246,0,0,0,0.445882962195754,0,0,0,0
"P_04360",0.676365872604868,0,0.312338166752978,0.0112959606421543,0,0,0,0,0
"P_04361",0.904421284308648,0,0.0126553599171414,0,0.0711095287415847,0.0118138270326256,0,0,0
"P_04365",0.484237441740031,0.109722941481098,0.299456240290005,0,0.0389694458829622,0.0676139306059037,0,0,0
"P_04368",0.651216986017607,0,0.348783013982393,0,0,0,0,0,0
"P_04374",0.577162092180218,0,0.104155877783532,0,0.318682030036251,0,0,0,0
"P_04375",0.895844122216468,0,0.0196789228379078,0,0.084476954945624,0,0,0,0
"P_04380",0.505825996892802,0.133156395649922,0.228767477990678,0,0.048873640600725,0.057645002589332,0.0257314862765407,0,0
"P_04386",0.732263076126359,0.195656395649922,0.04295054375971,0,0.0291299844640083,0,0,0,0
"P_04387",0.835577421025375,0.0168306576903159,0,0,0,0.147591921284309,0,0,0
"P_04388",0.39128042465044,0,0.60871957534956,0,0,0,0,0,0
"P_04392",0.999190833764889,0.000809166235111341,0,0,0,0,0,0,0
"P_04395",0.458344122216468,0.0257962195753496,0,0.235111341273951,0.0369950802692905,0,0.24375323666494,0,0
"P_04398",0.655780683583635,0,0.00851242879337131,0,0.21562661833247,0.120080269290523,0,0,0
"P_04399",1,0,0,0,0,0,0,0,0
"P_04406",0.377298032107716,0.0269290523045054,0.595772915587778,0,0,0,0,0,0
"P_04408",0.641992490937338,0.000517866390471258,0.217762817193164,0,0.139726825479026,0,0,0,0
"P_04411",0.403935784567582,0,0.214234852408079,0.0171866908337649,0.343992749870533,0.0206499223200414,0,0,0
"P_04417",0.934328068358364,0.0656719316416365,0,0,0,0,0,0,0
"P_04418",0.470611082340756,0.125712066286898,0.329168824443294,0.00870662868979803,0,0.0658013982392543,0,0,0
"P_04422",1,0,0,0,0,0,0,0,0
"P_04423",0.894517089590885,0.0340173485240808,0,0,0,0.0714655618850337,0,0,0
"P_04424",0.710156654583118,0.0647656654583117,0,0.10719834282755,0.11787933713102,0,0,0,0
"P_04425",1,0,0,0,0,0,0,0,0
"P_04427",0.294860176074573,0.558389435525634,0,0.122863801139306,0.0238865872604868,0,0,0,0
"P_04428",0.94578586224754,0.00660279647850854,0.00799456240290005,0.0396167788710513,0,0,0,0,0
"P_04429",0.666817711030554,0.116681771103055,0.161671413775246,0.016765924391507,0.0380631796996375,0,0,0,0
"P_04430",0.966273951320559,0.0337260486794407,0,0,0,0,0,0,0
"P_04431",0.946724495080269,0.0454427757638529,0,0,0,0.00783272915587778,0,0,0
"P_04432",0.756764629725531,0,0.243235370274469,0,0,0,0,0,0
"P_04433",0.859366908337649,0.0591662351113413,0,0.00792982910409114,0.0735370274469187,0,0,0,0
"P_04434",0.665620145002589,0.115613671672708,0,0,0.218766183324702,0,0,0,0
"P_04435",0.0402317452097359,0.578327291558778,0.178469704816157,0,0.113768772656655,0,0,0.0892024857586743,0
"P_04436",0.713911185914034,0.0634386328327292,0.2100271879855,0,0.0126229932677369,0,0,0,0
"P_04437",0.654971517348524,0.243882703262558,0,0,0.101145779388918,0,0,0,0
"P_04438",0.899954686690834,0,0.100045313309166,0,0,0,0,0,0
"P_04439",0.890147591921284,0.0522074054893837,0.0152770585189021,0.0423679440704298,0,0,0,0,0
"P_04440",0.874838166752978,0.0944135163127913,0.030748316934231,0,0,0,0,0,0
"P_04441",0.631473329880891,0,0.120371569135163,0.248155100983946,0,0,0,0,0
"P_04444",0.311529000517866,0.239933972035215,0.448537027446919,0,0,0,0,0,0
"P_04445",0.237959606421543,0.762040393578457,0,0,0,0,0,0,0
"P_04447",0,0.289940445365096,0.164131279129984,0.321433195235629,0.224495080269291,0,0,0,0
"P_04448",0.421122475401346,0,0.460642154324184,0.118235370274469,0,0,0,0,0
"P_04449",0.652349818746763,0.253236664940445,0.0629207664422579,0,0.0314927498705334,0,0,0,0
"P_04450",0.789293112377007,0.210706887622993,0,0,0,0,0,0,0
"P_04451",0,0.42565380631797,0.443940963231486,0,0.130405230450544,0,0,0,0
"P_04452",0,1,0,0,0,0,0,0,0
"P_04453",0.218151216986018,0.781848783013982,0,0,0,0,0,0,0
"P_04454",0.341824184360435,0.602861211807354,0,0.0553146038322113,0,0,0,0,0
"P_04455",0.87412610046608,0,0.0423355774210254,0,0.0835383221128949,0,0,0,0
"P_04456",0.847779647850854,0.152220352149146,0,0,0,0,0,0,0
"P_04457",0.824702226825479,0.175297773174521,0,0,0,0,0,0,0
"P_04459",0.852667011910927,0.147332988089073,0,0,0,0,0,0,0
"P_04460",0.949572760227861,0.0175750906266183,0.00932159502848265,0,0.0101954945624029,0,0.0133350595546349,0,0
"P_04461",0.554570170895909,0.0224948213360953,0,0.422935007767996,0,0,0,0,0
"P_04462",0.301689539098912,0.014985758674262,0.339267219057483,0.208117555670637,0.135939927498705,0,0,0,0
"P_04464",0.774728120145003,0.0173485240807872,0.20792335577421,0,0,0,0,0,0
"P_04465",0.732489642672191,0.247216468151217,0.0202938891765924,0,0,0,0,0,0
"P_04466",0.53612118073537,0.00310719834282755,0.457729155877784,0,0.00304246504401864,0,0,0,0
"P_04467",0.175330139823925,0.0404259451061626,0.621860435007768,0.162383480062144,0,0,0,0,0
"P_04468",0.489933972035215,0.510066027964785,0,0,0,0,0,0,0
"P_04469",0.85014241325738,0,0.00411056447436561,0,0,0.145747022268255,0,0,0
"P_04470",0.237830139823925,0.110143707923356,0.141086224754013,0.447954427757638,0.0444070429829104,0.0185784567581564,0,0,0
"P_04472",0.70588425686173,0,0.259386328327292,0,0,0.0347294148109788,0,0,0
"P_04473",0.766442257897462,0.191740031071983,0.0418177110305541,0,0,0,0,0,0
"P_04474",1,0,0,0,0,0,0,0,0
"P_04475",0.637266960124288,0,0.323860693940963,0,0,0.0388723459347488,0,0,0
"P_04476",0.996051268772657,0,0.00394873122734335,0,0,0,0,0,0
"P_04477",0.389403158984982,0,0.564992232004143,0,0.0456046090108752,0,0,0,0
"P_04478",0.810784567581564,0.0404583117555671,0.129660797514241,0.0190963231486277,0,0,0,0,0
"P_04480",0.430444070429829,0.193843863283273,0.375712066286898,0,0,0,0,0,0
"P_04481",0.663289746245469,0.0432742102537545,0,0,0.293436043500777,0,0,0,0
"P_04482",0.596258415328845,0,0.344348783013982,0.0593928016571725,0,0,0,0,0
"P_04483",0.174164940445365,0,0.506732263076126,0.13801139306059,0.181091403417918,0,0,0,0
"P_04484",0.509612894873123,0,0,0,0.490387105126877,0,0,0,0
"P_04485",0.657366649404454,0.226081046090109,0,0,0.116552304505438,0,0,0,0
"P_04486",0.903353184878301,0,0,0,0,0.0966468151216986,0,0,0
"P_04487",0.924423873640601,0,0,0,0.0324961160020715,0.0430800103573278,0,0,0
"P_04488",0.734140341791818,0.00378689798032108,0.26155489383739,0.000517866390471258,0,0,0,0,0
"P_04489",0.741196271361989,0.224948213360953,0,0,0,0.0338555152770585,0,0,0
"P_04490",0.868203003625065,0.129919730709477,0,0,0.00187726566545831,0,0,0,0
"P_04491",0.799682806835836,0.0601048679440704,0,0,0.140212325220093,0,0,0,0
"P_04492",0.960447954427758,0.0395520455722424,0,0,0,0,0,0,0
"P_04493",0.982780942516831,0.0172190574831693,0,0,0,0,0,0,0
"P_04494",0.923388140859658,0,0,0,0.0391960124287934,0.0374158467115484,0,0,0
"P_04495",0.412674779906784,0.391215691351631,0,0,0,0.196109528741585,0,0,0
"P_04496",0.669309943034697,0.330690056965303,0,0,0,0,0,0,0
"P_04497",0.356518643190057,0,0.551948472294148,0,0.0915328845157949,0,0,0,0
"P_04498",0.673776540652512,0.0697177628171932,0.141604091144485,0.044018643190057,0,0,0.0708829621957535,0,0
"P_04499",0.58059295701709,0.0910473847747281,0.239221905748317,0.0117490937338167,0.0773886587260487,0,0,0,0
"P_04500",0.662480580010357,0,0.258253495598136,0,0,0.079265924391507,0,0,0
"P_04501",0.440056965302952,0.219381149663387,0.340561885033661,0,0,0,0,0,0
"P_04502",0.0167982910409114,0.29440704298291,0.39396685655101,0.294827809425168,0,0,0,0,0
"P_04503",0.838975919212843,0.0108104609010875,0,0,0.150213619886069,0,0,0,0
"P_04504",0.728476178146038,0,0,0.0372863801139306,0.232360176074573,0,0.00187726566545831,0,0
