"","BC","MT","AG","UB","PT","RC","AC","ZH","LT"
"P_00172",0.959994821336095,0.00517866390471258,0.0139500258933195,0,0.0208764888658726,0,0,0,0
"P_00177",0.881602796478508,0.118397203521491,0,0,0,0,0,0,0
"P_00185",0.93720870015536,0.0627912998446401,0,0,0,0,0,0,0
"P_00187",0.961742620403936,0.0382573795960642,0,0,0,0,0,0,0
"P_00190",1,0,0,0,0,0,0,0,0
"P_00192",0.993429570170896,0.00657042982910409,0,0,0,0,0,0,0
"P_00200",0.944296996374935,0,0,0,0.025472553081305,0.0302304505437597,0,0,0
"P_00201",1,0,0,0,0,0,0,0,0
"P_00203",0.982780942516831,0.0172190574831693,0,0,0,0,0,0,0
"P_00204",0.917270844122216,0.0264759192128431,0,0,0,0.0562532366649404,0,0,0
"P_00207",0.978120145002589,0,0,0,0.0218798549974107,0,0,0,0
"P_00211",1,0,0,0,0,0,0,0,0
"P_00212",1,0,0,0,0,0,0,0,0
"P_00216",0.890147591921284,0.109852408078716,0,0,0,0,0,0,0
"P_00219",0.941481097876748,0,0,0,0.0585189021232522,0,0,0,0
"P_00221",0.864836872087002,0.040523045054376,0.0416882444329363,0,0.0529518384256862,0,0,0,0
"P_00227",0.867749870533402,0.052013205592957,0,0,0.0285473847747281,0.0516895390989125,0,0,0
"P_00231",1,0,0,0,0,0,0,0,0
"P_00234",0.703294924909373,0.131667529777317,0,0,0.165037545313309,0,0,0,0
"P_00236",1,0,0,0,0,0,0,0,0
"P_00237",0.873672967374417,0.0357004142931124,0,0,0,0.0906266183324702,0,0,0
"P_00242",1,0,0,0,0,0,0,0,0
"P_00244",1,0,0,0,0,0,0,0,0
"P_00245",0.886749093733817,0.0666752977731745,0,0,0.0465756084930088,0,0,0,0
"P_00246",0.838231486276541,0.151896685655101,0,0,0.00925686172967374,0.000614966338684619,0,0,0
"P_00249",0.679149404453651,0.169245209735888,0,0.0543436043500777,0.0591338684619368,0.0381279129984464,0,0,0
"P_00250",0.542885810460901,0,0.419763076126359,0,0.0373511134127395,0,0,0,0
"P_00254",0.764921025375453,0.103767477990678,0,0,0.131311496633868,0,0,0,0
"P_00258",0.963134386328327,0.00194199896426722,0,0,0.0161185914034179,0.0188050233039876,0,0,0
"P_00260",0.907593215950285,0.0922773174520974,0,0,0.000129466597617815,0,0,0,0
"P_00262",0.800200673226308,0.188794665976178,0,0,0,0.0110046607975142,0,0,0
"P_00264",1,0,0,0,0,0,0,0,0
"P_00267",0.866681771103055,0,0.0757055929570171,0,0.0576126359399275,0,0,0,0
"P_00270",1,0,0,0,0,0,0,0,0
"P_00273",1,0,0,0,0,0,0,0,0
"P_00274",1,0,0,0,0,0,0,0,0
"P_00275",1,0,0,0,0,0,0,0,0
"P_00279",0.895552822371828,0.104447177628172,0,0,0,0,0,0,0
"P_00283",1,0,0,0,0,0,0,0,0
"P_00284",1,0,0,0,0,0,0,0,0
"P_00285",0.897074054893837,0.102925945106163,0,0,0,0,0,0,0
"P_00289",1,0,0,0,0,0,0,0,0
"P_00290",0.919827809425168,0,0,0,0,0.0801721905748317,0,0,0
"P_00293",0.65050491973071,0,0,0.0117167270844122,0.337778353184878,0,0,0,0
"P_00295",0.99556576903159,0.00443423096841015,0,0,0,0,0,0,0
"P_00297",0.924229673744174,0,0,0,0,0.075770326255826,0,0,0
"P_00299",0.760551527705852,0.152802951838426,0,0,0.000161833247022268,0.0864836872087002,0,0,0
"P_00302",0.832599689280166,0.153256084930088,0,0,0,0.0141442257897462,0,0,0
"P_00306",1,0,0,0,0,0,0,0,0
"P_00311",1,0,0,0,0,0,0,0,0
"P_00313",1,0,0,0,0,0,0,0,0
"P_00314",0.865516571724495,0,0,0,0.134483428275505,0,0,0,0
"P_00315",0.970190315898498,0,0,0,0.0298096841015018,0,0,0,0
"P_00317",0.771426721905748,0.0511716727084412,0,0.043662610046608,0.133738995339202,0,0,0,0
"P_00318",0.878981097876748,0,0,0.121018902123252,0,0,0,0,0
"P_00323",1,0,0,0,0,0,0,0,0
"P_00324",0.912092180217504,0.0625647332988089,0,0,0.0253430864836872,0,0,0,0
"P_00325",0.77667011910927,0.187467633350596,0,0,0,0.0358622475401346,0,0,0
"P_00331",0.952938891765924,0,0,0.0470611082340756,0,0,0,0,0
"P_00332",0.908078715691352,0,0.0919212843086484,0,0,0,0,0,0
"P_00333",0.996860435007768,0,0.003139564992232,0,0,0,0,0,0
"P_00336",1,0,0,0,0,0,0,0,0
"P_00338",0.96918694976696,0,0,0,0,0.0308130502330399,0,0,0
"P_00339",0.966371051268773,0,0,0,0.0336289487312273,0,0,0,0
"P_00341",1,0,0,0,0,0,0,0,0
"P_00343",0.998478767477991,0,0,0,0.00152123252200932,0,0,0,0
"P_00346",0.815607198342828,0,0,0,0.0787480580010357,0.105644743656137,0,0,0
"P_00349",1,0,0,0,0,0,0,0,0
"P_00350",1,0,0,0,0,0,0,0,0
"P_00351",1,0,0,0,0,0,0,0,0
"P_00353",0.907140082858622,0.0918889176592439,0,0,0.00097099948213361,0,0,0,0
"P_00356",0.699216727084412,0,0.300783272915588,0,0,0,0,0,0
"P_00358",0.833700155359917,0.162836613153806,0,0.00346323148627654,0,0,0,0,0
"P_01685",0.950867426204039,0,0.0491325737959606,0,0,0,0,0,0
"P_00362",0.997799067840497,0,0.00220093215950285,0,0,0,0,0,0
"P_00366",0.605936043500777,0,0.394063956499223,0,0,0,0,0,0
"P_00368",1,0,0,0,0,0,0,0,0
"P_00371",1,0,0,0,0,0,0,0,0
"P_00374",1,0,0,0,0,0,0,0,0
"P_00375",0.976566545831176,0.0234334541688244,0,0,0,0,0,0,0
"P_00378",0.929829104091144,0,0,0,0.0701708959088555,0,0,0,0
"P_00379",0.870954168824443,0,0,0.0631796996374935,0.0658661315380632,0,0,0,0
"P_00387",0.873122734334542,0.102569911962714,0.0243073537027447,0,0,0,0,0,0
"P_00391",0.452097358881409,0.249061367167271,0.255372863801139,0,0.0434684101501813,0,0,0,0
"P_00399",0.477861211807354,0.522138788192646,0,0,0,0,0,0,0
"P_00404",0.69491196271362,0.242555670636976,0.0625323666494045,0,0,0,0,0,0
"P_00407",0.612959606421543,0.237118073537027,0.149372087001554,0,0.000550233039875712,0,0,0,0
"P_00412",0.521556188503366,0.19520326255826,0.283240548938374,0,0,0,0,0,0
"P_00414",0.983525375453133,0.0164746245468669,0,0,0,0,0,0,0
"P_00422",1,0,0,0,0,0,0,0,0
"P_00424",1,0,0,0,0,0,0,0,0
"P_00427",0.998187467633351,0,0,0,0,0.0018125323666494,0,0,0
"P_00428",1,0,0,0,0,0,0,0,0
"P_00429",0.995339202485759,0,0,0,0.00466079751424133,0,0,0,0
"P_00433",1,0,0,0,0,0,0,0,0
"P_00434",0.541299844640083,0.288322112894873,0,0,0,0.170378042465044,0,0,0
"P_00435",0.934651734852408,0,0,0,0,0.0653482651475919,0,0,0
"P_00439",0.969866649404454,0,0,0,0,0.0301333505955463,0,0,0
"P_00440",1,0,0,0,0,0,0,0,0
"P_00443",1,0,0,0,0,0,0,0,0
"P_00445",1,0,0,0,0,0,0,0,0
"P_00448",1,0,0,0,0,0,0,0,0
"P_00450",1,0,0,0,0,0,0,0,0
"P_00452",1,0,0,0,0,0,0,0,0
"P_00453",1,0,0,0,0,0,0,0,0
"P_00458",1,0,0,0,0,0,0,0,0
"P_00460",0.923032107716209,0.0769678922837908,0,0,0,0,0,0,0
"P_00464",1,0,0,0,0,0,0,0,0
"P_00466",0.907010616261005,0,0,0,0,0.045378042465044,0.0476113412739513,0,0
"P_00468",1,0,0,0,0,0,0,0,0
"P_00473",1,0,0,0,0,0,0,0,0
"P_00475",0.987927239772139,0.0120727602278612,0,0,0,0,0,0,0
"P_00478",0.992749870533402,0.00725012946659762,0,0,0,0,0,0,0
"P_00480",0.926948472294148,0,0,0,0.0730515277058519,0,0,0,0
"P_00481",1,0,0,0,0,0,0,0,0
"P_00484",0.923291040911445,0,0,0,0.0767089590885552,0,0,0,0
"P_00486",0.674326773692387,0,0,0,0,0,0.325673226307613,0,0
"P_00488",0.715723718280683,0,0,0.0750906266183325,0,0,0.209185655100984,0,0
"P_00492",0.886943293630243,0,0.113056706369757,0,0,0,0,0,0
"P_00496",1,0,0,0,0,0,0,0,0
"P_00499",1,0,0,0,0,0,0,0,0
"P_00500",1,0,0,0,0,0,0,0,0
"P_00505",0.918694976696012,0,0,0,0,0.0813050233039876,0,0,0
"P_00507",0.921931641636458,0,0,0,0,0.0780683583635422,0,0,0
"P_00509",0.730126877265665,0,0,0,0,0.269873122734335,0,0,0
"P_00512",1,0,0,0,0,0,0,0,0
"P_00516",0.844413516312791,0,0.0842827550491973,0.00708829621957535,0.00381926462972553,0,0.0603961677887105,0,0
"P_00518",1,0,0,0,0,0,0,0,0
"P_00520",0.726081046090109,0,0.227310978767478,0,0,0.0466079751424133,0,0,0
"P_00521",0.789325479026411,0,0.1780489383739,0,0.0314280165717245,0.00119756602796479,0,0,0
"P_00522",0.994724236147074,0,0,0,0,0.00527576385292595,0,0,0
"P_00524",1,0,0,0,0,0,0,0,0
"P_00534",0.935525634386328,0,0,0,0,0.0644743656136717,0,0,0
"P_00535",1,0,0,0,0,0,0,0,0
"P_00539",1,0,0,0,0,0,0,0,0
"P_00541",0.40726954945624,0.553372604867944,0.0134321595028483,0.0259256861729674,0,0,0,0,0
"P_00543",1,0,0,0,0,0,0,0,0
"P_00546",0.986147074054894,0.0138529259451062,0,0,0,0,0,0,0
"P_00551",1,0,0,0,0,0,0,0,0
"P_00553",1,0,0,0,0,0,0,0,0
"P_00557",0.977213878819265,0.0227861211807354,0,0,0,0,0,0,0
"P_00559",0.82318099430347,0,0.00255696530295184,0.0281589849818747,0.146103055411704,0,0,0,0
"P_00562",0.828715691351631,0.171284308648369,0,0,0,0,0,0,0
"P_00565",1,0,0,0,0,0,0,0,0
"P_00569",1,0,0,0,0,0,0,0,0
"P_00571",0.875129466597618,0.0504272397721388,0.0744109269808389,0,3.23666494044536e-05,0,0,0,0
"P_00573",0.886749093733817,0.113250906266183,0,0,0,0,0,0,0
"P_00575",0.915037545313309,0.0506214396685655,0,0,0,0.0343410150181253,0,0,0
"P_00577",0.840432418436043,0,0.159567581563957,0,0,0,0,0,0
"P_00583",1,0,0,0,0,0,0,0,0
"P_00589",1,0,0,0,0,0,0,0,0
"P_00593",0.861859140341792,0,0.0435655100983946,0,0,0.0945753495598136,0,0,0
"P_00598",0.989448472294148,0.0105515277058519,0,0,0,0,0,0,0
"P_00599",0.980321077162092,0,0,0,0,0.0196789228379078,0,0,0
"P_00603",0.730256343863283,0.257347229414811,0,0,0.0119432936302434,0.000453133091662351,0,0,0
"P_00607",0.880534697048162,0.119465302951838,0,0,0,0,0,0,0
"P_00611",1,0,0,0,0,0,0,0,0
"P_00615",0.811075867426204,0,0.188924132573796,0,0,0,0,0,0
"P_01879",0.965561885033661,0.0344381149663387,0,0,0,0,0,0,0
"P_00618",1,0,0,0,0,0,0,0,0
"P_00620",0.630469963749353,0,0.158208182288969,0,0.141053858104609,0.0702679958570689,0,0,0
"P_00622",0.863995339202486,0,0.136004660797514,0,0,0,0,0,0
"P_00625",0.751068099430347,0.141539357845676,0.0185460901087519,0,0.020973588814086,0.0678728638011393,0,0,0
"P_00628",0.665717244950803,0.277932418436043,0,0,0.0521750388399793,0.00417529777317452,0,0,0
"P_00629",0.91969834282755,0.00229803210771621,0,0,0.0780036250647333,0,0,0,0
"P_00630",0.564927498705334,0.137266960124288,0.208149922320041,0,0.0896556188503366,0,0,0,0
"P_00632",0.975692646297255,0.0243073537027447,0,0,0,0,0,0,0
"P_00635",0.796737441740031,0.203262558259969,0,0,0,0,0,0,0
"P_00645",0.872410668047644,0.096743915069912,0,0.000744432936302434,0,0.0301009839461419,0,0,0
"P_00649",0.694167529777317,0.047158208182289,0.258674262040394,0,0,0,0,0,0
"P_00653",0.527641118591403,0.291591144484723,0.165976178146038,0,0,0.0147915587778353,0,0,0
"P_00656",0.246310201967892,0.292821077162092,0.109172708441222,0,0,0.351696012428793,0,0,0
"P_00661",0.287868979803211,0.263205592957017,0.386457793889177,0.000517866390471258,0,0.0619497669601243,0,0,0
"P_00665",0.999676333505956,0,0,0.000323666494044537,0,0,0,0,0
"P_00668",0.824184360435008,0.0311367167270844,0.047514241325738,0,0.037383480062144,0.0597812014500259,0,0,0
"P_00672",0.769225789746245,0.0600401346452615,0.1635163127913,0,0,0.00721776281719316,0,0,0
"P_00678",0.726631279129984,0,0.223750647332988,0,0.0496180735370274,0,0,0,0
"P_00679",0.897106421543242,0,0.102893578456758,0,0,0,0,0,0
"P_00683",0.733816675297773,0.152479285344381,0.00873899533920248,0,0.033531848783014,0.0714331952356292,0,0,0
"P_00684",0.319523562920766,0.106648109787675,0.391927757638529,0,0.103767477990678,0.0781330916623511,0,0,0
"P_00688",0.300718539616779,0.232619109269808,0.289778612118074,0,0.0358622475401346,0.141021491455205,0,0,0
"P_00691",0.783370015535992,0.0495209735888141,0.0542465044018643,0,0.11286250647333,0,0,0,0
"P_00692",0.997281201450026,0,0.00271879854997411,0,0,0,0,0,0
"P_00701",0.622572501294666,0.182515535991714,0.172222941481098,0,0.0134645261522527,0.00922449508026929,0,0,0
"P_00704",0.762817193164164,0,0.155295183842569,0.0337907819782496,0.0185784567581564,0.0295183842568617,0,0,0
"P_00709",0.820688762299327,0,0.179311237700673,0,0,0,0,0,0
"P_00721",0.95109399274987,0,0.0489060072501295,0,0,0,0,0,0
"P_00724",0.924456240290005,0,0.0598783013982393,0,0.0156654583117556,0,0,0,0
"P_00726",0.340529518384257,0.165652511651994,0.275245986535474,0,0.0744756602796478,0.144096323148628,0,0,0
"P_00730",0.301689539098912,0.307515535991714,0.198083894355256,0,0,0.192711030554117,0,0,0
"P_00733",0.406136716727084,0.0319458829621958,0.372184101501813,0,0.189733298808907,0,0,0,0
"P_00741",0.479641377524599,0.0478379078197825,0.472520714655619,0,0,0,0,0,0
"P_00744",1,0,0,0,0,0,0,0,0
"P_00746",1,0,0,0,0,0,0,0,0
"P_00747",0.895908855515277,0.0310396167788711,0,0,0,0.0730515277058519,0,0,0
"P_00749",0.962713619886069,0.0372863801139306,0,0,0,0,0,0,0
"P_00751",0.781233816675298,0.183227602278612,0,0,0,0.0355385810460901,0,0,0
"P_00753",0.958441222164682,0.0415587778353185,0,0,0,0,0,0,0
"P_00754",1,0,0,0,0,0,0,0,0
"P_00755",1,0,0,0,0,0,0,0,0
"P_00757",0.815898498187468,0.0207146556188503,0,0,0.163386846193682,0,0,0,0
"P_00758",0.739221905748317,0.125647332988089,0,0,0.0437273433454169,0.0914034179181771,0,0,0
"P_00764",0.773595287415847,0,0,0,0.226404712584153,0,0,0,0
"P_00766",0.926754272397721,0,0,0,0.0732457276022786,0,0,0,0
"P_00767",0.784567581563956,0.0211677887105127,0,0.0544730709476955,0.139791558777835,0,0,0,0
"P_00768",0.950673226307613,0,0,0,0.0493267736923874,0,0,0,0
"P_00772",0.79592827550492,0.0889759192128431,0,0,0,0.115095805282237,0,0,0
"P_00776",1,0,0,0,0,0,0,0,0
"P_00777",1,0,0,0,0,0,0,0,0
"P_00779",1,0,0,0,0,0,0,0,0
"P_00781",0.967762817193164,0,0.0135616261004661,0,0.0186755567063698,0,0,0,0
"P_00785",1,0,0,0,0,0,0,0,0
"P_00789",1,0,0,0,0,0,0,0,0
"P_00790",1,0,0,0,0,0,0,0,0
"P_00791",0.97718151216986,0,0,0,0.0228184878301398,0,0,0,0
"P_00794",0.815607198342827,0,0,0.088684619368203,0.0957081822889694,0,0,0,0
"P_00796",0.923193940963231,0.0493591403417918,0,0,0,0.0274469186949767,0,0,0
"P_00797",0.850271879854997,0,0,0,0,0.149728120145003,0,0,0
"P_00799",1,0,0,0,0,0,0,0,0
"P_00800",1,0,0,0,0,0,0,0,0
"P_00804",1,0,0,0,0,0,0,0,0
"P_00805",0.948925427239772,0,0.0510745727602279,0,0,0,0,0,0
"P_00809",1,0,0,0,0,0,0,0,0
"P_00812",1,0,0,0,0,0,0,0,0
"P_00818",0.835674520973589,0.1184619368203,0,0.00391636457793889,0.0419471776281719,0,0,0,0
"P_00820",0.348815380631797,0.577874158467116,0,0,0.0526929052304505,0.020617555670637,0,0,0
"P_00821",0.912124546866908,0.0598135680994304,0,0,0.0280618850336613,0,0,0,0
"P_00822",0.960836354220611,0,0.00252459865354738,0,0.0366390471258415,0,0,0,0
"P_00825",0.521523821853962,0,0.224106680476437,0.0364772138788193,0.217892283790782,0,0,0,0
"P_00830",1,0,0,0,0,0,0,0,0
"P_00832",0.876585965820818,0.100498446400829,0,0.0229155877783532,0,0,0,0,0
"P_00834",1,0,0,0,0,0,0,0,0
"P_00838",0.923355774210254,0.0125906266183325,0,0,0.0088684619368203,0.0551851372345935,0,0,0
"P_00839",0.979350077679959,0.000161833247022268,0,0,0,0.0204880890730192,0,0,0
"P_00841",0.864642672190575,0,0,0.0245986535473848,0.11075867426204,0,0,0,0
"P_00842",0.966565251165199,0,0.0137558259968928,0,0.0196789228379078,0,0,0,0
"P_00845",0.491034438114966,0.320300362506473,0.145196789228379,0,0.0318811496633868,0.0115872604867944,0,0,0
"P_00849",0.907981615743138,0,0,0,0.0443423096841015,0.0476760745727602,0,0,0
"P_00851",0.765503625064733,0.115290005178664,0,0.091824184360435,0.0273821853961678,0,0,0,0
"P_00852",0.543468410150181,0.31366519937856,0,0.0134321595028483,0.12943423096841,0,0,0,0
"P_00855",0.972229414810979,0.0277705851890212,0,0,0,0,0,0,0
"P_00856",0.973815380631797,0.0208117555670637,0.00252459865354738,0,0.00284826514759192,0,0,0,0
"P_00860",0.94934619368203,0,0,0,0.05065380631797,0,0,0,0
"P_00861",0.863250906266183,0.0180929570170896,0.118656136716727,0,0,0,0,0,0
"P_00863",0.443811496633868,0.508059295701709,0,0,0.0481292076644226,0,0,0,0
"P_00865",0.823439927498705,0.0517866390471258,0.0353120145002589,0.0205528223718281,0.0689085965820818,0,0,0,0
"P_00866",0.990613671672708,0,0.00938632832729156,0,0,0,0,0,0
"P_00867",1,0,0,0,0,0,0,0,0
"P_00873",0.837131020196789,0,0.13801139306059,0,0.0248575867426204,0,0,0,0
"P_00874",0.772430088037286,0,0,0.00035603314344899,0.122766701191093,0.104447177628172,0,0,0
"P_00876",0.535376747799068,0.101696012428793,0.208959088555153,0,0.0784243915069912,0.0755437597099948,0,0,0
"P_00878",0.967698083894355,0.0270908855515277,0,0,0.00521103055411704,0,0,0,0
"P_00879",0.854350077679959,0,0.0712389953392025,0,0.0744109269808389,0,0,0,0
"P_00883",0.52725271879855,0.165652511651994,0.179246504401864,0,0,0.127848265147592,0,0,0
"P_00884",0.631343863283273,0,0.0681317969963749,0,0.300524339720352,0,0,0,0
"P_00885",0.834056188503366,0,0.123640600725013,0.0194847229414811,0.0124935266701191,0,0.0103249611600207,0,0
"P_00893",0.886004660797514,0,0.108395908855515,0,0.00559943034697048,0,0,0,0
"P_00894",0.993850336613154,0,0.00614966338684619,0,0,0,0,0,0
"P_00903",0.807030036250647,0.100627912998446,0,0.0475466079751424,0.0447954427757639,0,0,0,0
"P_00909",0.79621957534956,0.0416882444329363,0.125906266183325,0.026896685655101,0.0092892283790782,0,0,0,0
"P_00911",1,0,0,0,0,0,0,0,0
"P_00913",1,0,0,0,0,0,0,0,0
"P_00914",1,0,0,0,0,0,0,0,0
"P_00916",0.930476437079234,0.0695235629207664,0,0,0,0,0,0,0
"P_00920",0.891668824443294,0.0691998964267219,0,0,0,0.0391312791299845,0,0,0
"P_00921",0.590011651993786,0,0.355871310201968,0,0.0541170378042465,0,0,0,0
"P_00922",0.8909891248058,0.1090108751942,0,0,0,0,0,0,0
"P_00925",1,0,0,0,0,0,0,0,0
"P_00926",1,0,0,0,0,0,0,0,0
"P_00927",0.856130243397204,0.115290005178664,0,0,0,0.0285797514241326,0,0,0
"P_00928",0.88684619368203,0.11315380631797,0,0,0,0,0,0,0
"P_00931",0.979155877783532,0,0.0208441222164682,0,0,0,0,0,0
"P_00932",0.895941222164682,0.0683583635422061,0.0357004142931124,0,0,0,0,0,0
"P_00933",0.795313309166235,0.204686690833765,0,0,0,0,0,0,0
"P_00937",0.970157949249094,0,0,0,0,0.0298420507509063,0,0,0
"P_00938",0.913872345934749,0.0861276540652512,0,0,0,0,0,0,0
"P_00944",0.541623511134127,0.112085706887623,0.196692128430865,0,0,0.149598653547385,0,0,0
"P_00945",0.782884515794925,0.176333505955463,0,0,0,0.0407819782496116,0,0,0
"P_00961",0.998575867426204,0,0.00142413257379596,0,0,0,0,0,0
"P_00964",1,0,0,0,0,0,0,0,0
"P_00966",0.976145779388918,0.0238542206110823,0,0,0,0,0,0,0
"P_00970",1,0,0,0,0,0,0,0,0
"P_00973",0.769096323148628,0.230903676851372,0,0,0,0,0,0,0
"P_00974",1,0,0,0,0,0,0,0,0
"P_00978",0.939474365613672,0,0,0.0605256343863283,0,0,0,0,0
"P_00979",0.869044536509581,0,0.130955463490419,0,0,0,0,0,0
"P_00980",0.925038839979285,0,0,0,0.0749611600207147,0,0,0,0
"P_00981",0.674003107198343,0,0.325996892801657,0,0,0,0,0,0
"P_00982",0.684457534955981,0.315542465044019,0,0,0,0,0,0,0
"P_00983",0.951903158984982,0.0480968410150181,0,0,0,0,0,0,0
"P_00985",0.918856809943035,0.0811431900569653,0,0,0,0,0,0,0
"P_00986",0.741228638011393,0.153579751424133,0.105191610564474,0,0,0,0,0,0
"P_00992",1,0,0,0,0,0,0,0,0
"P_00993",0.993008803728638,0,0,0.00699119627136199,0,0,0,0,0
"P_00994",1,0,0,0,0,0,0,0,0
"P_00995",0.821044795442776,0,0.178955204557224,0,0,0,0,0,0
"P_00999",0.986017607457276,0,0,0,0.013982392542724,0,0,0,0
"P_01000",0.884839461418954,0.115160538581046,0,0,0,0,0,0,0
"P_01007",1,0,0,0,0,0,0,0,0
"P_01014",0.886975660279648,0.00197436561367167,0.110273174520974,0,0.000776799585706888,0,0,0,0
"P_01016",0.593798549974107,0.406201450025893,0,0,0,0,0,0,0
"P_01019",0.180800103573278,0.819199896426722,0,0,0,0,0,0,0
"P_01026",0.371342568617297,0.47805541170378,0,0,0.150602019678923,0,0,0,0
"P_01029",0.39781848783014,0.60218151216986,0,0,0,0,0,0,0
"P_01037",0.955754790264112,0.0442452097358881,0,0,0,0,0,0,0
"P_01041",1,0,0,0,0,0,0,0,0
"P_01047",0.97986794407043,0,0,0,0.0201320559295702,0,0,0,0
"P_01050",1,0,0,0,0,0,0,0,0
"P_01057",0.56191740031072,0.344219316416365,0.0938632832729156,0,0,0,0,0,0
"P_01058",1,0,0,0,0,0,0,0,0
"P_01059",1,0,0,0,0,0,0,0,0
"P_01062",1,0,0,0,0,0,0,0,0
"P_01063",0.95821465561885,0.000550233039875712,0.041235111341274,0,0,0,0,0,0
"P_01068",0.499643966856551,0,0.500356033143449,0,0,0,0,0,0
"P_01072",0.088684619368203,0.911315380631797,0,0,0,0,0,0,0
"P_01074",0.757800362506473,0.0215238218539617,0.220675815639565,0,0,0,0,0,0
"P_01077",1,0,0,0,0,0,0,0,0
"P_01079",0.860596841015018,0.00511393060590368,0.0888788192646297,0,0.0454104091144485,0,0,0,0
"P_01080",1,0,0,0,0,0,0,0,0
"P_01082",1,0,0,0,0,0,0,0,0
"P_01087",0.879401864319006,0,0.120598135680994,0,0,0,0,0,0
"P_01089",1,0,0,0,0,0,0,0,0
"P_01090",1,0,0,0,0,0,0,0,0
"P_01093",0.958861988606939,0,0.0411380113930606,0,0,0,0,0,0
"P_01097",1,0,0,0,0,0,0,0,0
"P_01102",0.998511134127395,9.7099948213361e-05,0.00139176592439151,0,0,0,0,0,0
"P_01103",1,0,0,0,0,0,0,0,0
"P_01107",0.938438632832729,0,0,0.0415587778353185,0.0200025893319524,0,0,0,0
"P_01109",1,0,0,0,0,0,0,0,0
"P_01110",1,0,0,0,0,0,0,0,0
