"","BC","MT","AG","UB","PT","RC","AC","ZH","LT"
"P_03397",1,0,0,0,0,0,0,0,0
"P_03401",1,0,0,0,0,0,0,0,0
"P_03403",1,0,0,0,0,0,0,0,0
"P_03410",1,0,0,0,0,0,0,0,0
"P_03414",1,0,0,0,0,0,0,0,0
"P_07075",1,0,0,0,0,0,0,0,0
"P_03417",1,0,0,0,0,0,0,0,0
"P_03419",1,0,0,0,0,0,0,0,0
"P_03420",0,1,0,0,0,0,0,0,0
"P_03424",1,0,0,0,0,0,0,0,0
"P_03426",0,0,0,0,1,0,0,0,0
"P_03428",1,0,0,0,0,0,0,0,0
"P_03437",1,0,0,0,0,0,0,0,0
"P_03441",1,0,0,0,0,0,0,0,0
"P_03442",1,0,0,0,0,0,0,0,0
"P_03446",1,0,0,0,0,0,0,0,0
"P_03447",1,0,0,0,0,0,0,0,0
"P_03453",1,0,0,0,0,0,0,0,0
"P_03455",1,0,0,0,0,0,0,0,0
"P_03457",1,0,0,0,0,0,0,0,0
"P_03460",1,0,0,0,0,0,0,0,0
"P_03461",1,0,0,0,0,0,0,0,0
"P_03466",0.807692307692308,0.192307692307692,0,0,0,0,0,0,0
"P_03467",1,0,0,0,0,0,0,0,0
"P_03468",1,0,0,0,0,0,0,0,0
"P_03471",1,0,0,0,0,0,0,0,0
"P_03476",1,0,0,0,0,0,0,0,0
"P_03481",1,0,0,0,0,0,0,0,0
"P_03482",1,0,0,0,0,0,0,0,0
"P_03487",1,0,0,0,0,0,0,0,0
"P_03490",1,0,0,0,0,0,0,0,0
"P_03493",1,0,0,0,0,0,0,0,0
"P_03498",1,0,0,0,0,0,0,0,0
"P_03501",1,0,0,0,0,0,0,0,0
"P_03503",1,0,0,0,0,0,0,0,0
"P_03505",1,0,0,0,0,0,0,0,0
"P_03508",1,0,0,0,0,0,0,0,0
"P_03518",1,0,0,0,0,0,0,0,0
"P_03522",1,0,0,0,0,0,0,0,0
"P_03523",1,0,0,0,0,0,0,0,0
"P_03524",1,0,0,0,0,0,0,0,0
"P_03526",1,0,0,0,0,0,0,0,0
"P_03527",1,0,0,0,0,0,0,0,0
"P_03531",1,0,0,0,0,0,0,0,0
"P_03539",1,0,0,0,0,0,0,0,0
"P_03542",1,0,0,0,0,0,0,0,0
"P_03546",1,0,0,0,0,0,0,0,0
"P_03549",1,0,0,0,0,0,0,0,0
"P_03551",1,0,0,0,0,0,0,0,0
"P_03552",1,0,0,0,0,0,0,0,0
"P_03554",1,0,0,0,0,0,0,0,0
"P_03555",1,0,0,0,0,0,0,0,0
"P_03557",1,0,0,0,0,0,0,0,0
"P_03560",1,0,0,0,0,0,0,0,0
"P_03562",1,0,0,0,0,0,0,0,0
"P_03563",1,0,0,0,0,0,0,0,0
"P_03566",1,0,0,0,0,0,0,0,0
"P_03568",1,0,0,0,0,0,0,0,0
"P_03570",1,0,0,0,0,0,0,0,0
"P_03572",1,0,0,0,0,0,0,0,0
"P_03573",1,0,0,0,0,0,0,0,0
"P_03575",1,0,0,0,0,0,0,0,0
"P_03576",1,0,0,0,0,0,0,0,0
"P_03580",1,0,0,0,0,0,0,0,0
"P_03582",1,0,0,0,0,0,0,0,0
"P_03587",1,0,0,0,0,0,0,0,0
"P_03592",1,0,0,0,0,0,0,0,0
"P_03597",1,0,0,0,0,0,0,0,0
"P_03598",1,0,0,0,0,0,0,0,0
"P_03599",1,0,0,0,0,0,0,0,0
"P_03601",1,0,0,0,0,0,0,0,0
"P_03606",1,0,0,0,0,0,0,0,0
"P_03610",1,0,0,0,0,0,0,0,0
"P_03611",1,0,0,0,0,0,0,0,0
"P_03615",1,0,0,0,0,0,0,0,0
"P_03616",1,0,0,0,0,0,0,0,0
"P_03618",1,0,0,0,0,0,0,0,0
"P_03620",1,0,0,0,0,0,0,0,0
"P_03622",1,0,0,0,0,0,0,0,0
"P_03624",1,0,0,0,0,0,0,0,0
"P_03634",1,0,0,0,0,0,0,0,0
"P_03639",1,0,0,0,0,0,0,0,0
"P_03643",1,0,0,0,0,0,0,0,0
"P_03646",1,0,0,0,0,0,0,0,0
"P_03650",1,0,0,0,0,0,0,0,0
"P_03651",1,0,0,0,0,0,0,0,0
"P_03655",1,0,0,0,0,0,0,0,0
"P_03656",1,0,0,0,0,0,0,0,0
"P_03658",1,0,0,0,0,0,0,0,0
"P_03663",0,1,0,0,0,0,0,0,0
"P_03665",1,0,0,0,0,0,0,0,0
"P_03671",1,0,0,0,0,0,0,0,0
"P_03680",1,0,0,0,0,0,0,0,0
"P_03682",1,0,0,0,0,0,0,0,0
"P_03684",1,0,0,0,0,0,0,0,0
"P_03685",1,0,0,0,0,0,0,0,0
"P_03688",1,0,0,0,0,0,0,0,0
"P_03691",1,0,0,0,0,0,0,0,0
"P_03693",1,0,0,0,0,0,0,0,0
"P_03707",1,0,0,0,0,0,0,0,0
"P_03708",1,0,0,0,0,0,0,0,0
"P_03711",1,0,0,0,0,0,0,0,0
"P_03713",1,0,0,0,0,0,0,0,0
"P_03720",1,0,0,0,0,0,0,0,0
"P_03731",1,0,0,0,0,0,0,0,0
"P_03734",0.615384615384615,0,0,0.384615384615385,0,0,0,0,0
"P_03735",1,0,0,0,0,0,0,0,0
"P_03743",1,0,0,0,0,0,0,0,0
"P_03745",1,0,0,0,0,0,0,0,0
"P_03746",1,0,0,0,0,0,0,0,0
"P_03749",1,0,0,0,0,0,0,0,0
"P_03750",1,0,0,0,0,0,0,0,0
"P_03751",1,0,0,0,0,0,0,0,0
"P_03753",1,0,0,0,0,0,0,0,0
"P_03758",1,0,0,0,0,0,0,0,0
"P_03763",1,0,0,0,0,0,0,0,0
"P_03765",1,0,0,0,0,0,0,0,0
"P_03766",1,0,0,0,0,0,0,0,0
"P_03767",0,1,0,0,0,0,0,0,0
"P_03770",1,0,0,0,0,0,0,0,0
"P_03771",1,0,0,0,0,0,0,0,0
"P_03777",1,0,0,0,0,0,0,0,0
"P_03784",1,0,0,0,0,0,0,0,0
"P_03788",1,0,0,0,0,0,0,0,0
"P_03789",1,0,0,0,0,0,0,0,0
"P_03790",0,1,0,0,0,0,0,0,0
"P_03791",1,0,0,0,0,0,0,0,0
"P_03795",0.461538461538462,0.538461538461538,0,0,0,0,0,0,0
"P_03798",1,0,0,0,0,0,0,0,0
"P_03800",1,0,0,0,0,0,0,0,0
"P_03808",1,0,0,0,0,0,0,0,0
"P_03812",1,0,0,0,0,0,0,0,0
"P_03814",1,0,0,0,0,0,0,0,0
"P_03815",1,0,0,0,0,0,0,0,0
"P_03819",1,0,0,0,0,0,0,0,0
"P_03824",1,0,0,0,0,0,0,0,0
"P_03826",0.0769230769230769,0.923076923076923,0,0,0,0,0,0,0
"P_03827",1,0,0,0,0,0,0,0,0
"P_03831",1,0,0,0,0,0,0,0,0
"P_03835",1,0,0,0,0,0,0,0,0
"P_07292",1,0,0,0,0,0,0,0,0
"P_03837",0.326923076923077,0.673076923076923,0,0,0,0,0,0,0
"P_03838",1,0,0,0,0,0,0,0,0
"P_03841",1,0,0,0,0,0,0,0,0
"P_03846",1,0,0,0,0,0,0,0,0
"P_03847",1,0,0,0,0,0,0,0,0
"P_03854",1,0,0,0,0,0,0,0,0
"P_03856",1,0,0,0,0,0,0,0,0
"P_03865",1,0,0,0,0,0,0,0,0
"P_03873",1,0,0,0,0,0,0,0,0
"P_03877",1,0,0,0,0,0,0,0,0
"P_03883",1,0,0,0,0,0,0,0,0
"P_03887",1,0,0,0,0,0,0,0,0
"P_03891",1,0,0,0,0,0,0,0,0
"P_03894",1,0,0,0,0,0,0,0,0
"P_03897",1,0,0,0,0,0,0,0,0
"P_03900",1,0,0,0,0,0,0,0,0
"P_07297",1,0,0,0,0,0,0,0,0
"P_03904",1,0,0,0,0,0,0,0,0
"P_03906",1,0,0,0,0,0,0,0,0
"P_03911",1,0,0,0,0,0,0,0,0
"P_03915",1,0,0,0,0,0,0,0,0
"P_03916",0.980769230769231,0.0192307692307692,0,0,0,0,0,0,0
"P_03917",0,1,0,0,0,0,0,0,0
"P_03918",1,0,0,0,0,0,0,0,0
"P_03919",1,0,0,0,0,0,0,0,0
"P_03927",1,0,0,0,0,0,0,0,0
"P_03933",1,0,0,0,0,0,0,0,0
"P_03934",1,0,0,0,0,0,0,0,0
"P_03940",1,0,0,0,0,0,0,0,0
"P_03946",1,0,0,0,0,0,0,0,0
"P_03947",1,0,0,0,0,0,0,0,0
"P_03954",1,0,0,0,0,0,0,0,0
"P_03956",1,0,0,0,0,0,0,0,0
"P_03958",0,1,0,0,0,0,0,0,0
"P_03965",1,0,0,0,0,0,0,0,0
"P_03966",1,0,0,0,0,0,0,0,0
"P_03967",1,0,0,0,0,0,0,0,0
"P_03969",1,0,0,0,0,0,0,0,0
"P_03973",1,0,0,0,0,0,0,0,0
"P_03975",1,0,0,0,0,0,0,0,0
"P_03982",1,0,0,0,0,0,0,0,0
"P_03984",1,0,0,0,0,0,0,0,0
"P_03987",1,0,0,0,0,0,0,0,0
"P_03991",1,0,0,0,0,0,0,0,0
"P_03994",1,0,0,0,0,0,0,0,0
"P_03996",1,0,0,0,0,0,0,0,0
"P_03997",1,0,0,0,0,0,0,0,0
"P_04001",1,0,0,0,0,0,0,0,0
"P_04004",1,0,0,0,0,0,0,0,0
"P_04008",0,1,0,0,0,0,0,0,0
"P_08559",1,0,0,0,0,0,0,0,0
"P_04011",1,0,0,0,0,0,0,0,0
"P_04020",0.365384615384615,0.634615384615385,0,0,0,0,0,0,0
"P_04024",1,0,0,0,0,0,0,0,0
"P_04025",1,0,0,0,0,0,0,0,0
"P_04029",1,0,0,0,0,0,0,0,0
"P_04031",1,0,0,0,0,0,0,0,0
"P_04032",0,1,0,0,0,0,0,0,0
"P_04035",1,0,0,0,0,0,0,0,0
"P_04039",1,0,0,0,0,0,0,0,0
"P_04040",1,0,0,0,0,0,0,0,0
"P_04042",1,0,0,0,0,0,0,0,0
"P_04046",0,1,0,0,0,0,0,0,0
"P_04049",0,1,0,0,0,0,0,0,0
"P_04050",0,1,0,0,0,0,0,0,0
"P_04052",0,1,0,0,0,0,0,0,0
"P_04057",1,0,0,0,0,0,0,0,0
"P_04059",1,0,0,0,0,0,0,0,0
"P_04060",1,0,0,0,0,0,0,0,0
"P_04061",0,1,0,0,0,0,0,0,0
"P_04067",0.980769230769231,0.0192307692307692,0,0,0,0,0,0,0
"P_04075",0.634615384615385,0.365384615384615,0,0,0,0,0,0,0
"P_04090",1,0,0,0,0,0,0,0,0
"P_04098",1,0,0,0,0,0,0,0,0
"P_04100",0,1,0,0,0,0,0,0,0
"P_04103",0,1,0,0,0,0,0,0,0
"P_04104",0.403846153846154,0.596153846153846,0,0,0,0,0,0,0
"P_04108",1,0,0,0,0,0,0,0,0
"P_04114",1,0,0,0,0,0,0,0,0
"P_04115",1,0,0,0,0,0,0,0,0
"P_04117",1,0,0,0,0,0,0,0,0
"P_04121",1,0,0,0,0,0,0,0,0
"P_04122",0,1,0,0,0,0,0,0,0
"P_04123",0,1,0,0,0,0,0,0,0
"P_08561",1,0,0,0,0,0,0,0,0
"P_04124",1,0,0,0,0,0,0,0,0
"P_04125",1,0,0,0,0,0,0,0,0
"P_04130",1,0,0,0,0,0,0,0,0
"P_04135",1,0,0,0,0,0,0,0,0
"P_04136",1,0,0,0,0,0,0,0,0
"P_04137",1,0,0,0,0,0,0,0,0
"P_04142",1,0,0,0,0,0,0,0,0
"P_04147",0.0769230769230769,0.923076923076923,0,0,0,0,0,0,0
"P_04148",1,0,0,0,0,0,0,0,0
"P_04154",0.807692307692308,0.192307692307692,0,0,0,0,0,0,0
"P_04155",0,1,0,0,0,0,0,0,0
"P_04158",0,1,0,0,0,0,0,0,0
"P_04165",1,0,0,0,0,0,0,0,0
"P_04168",1,0,0,0,0,0,0,0,0
"P_04169",0.596153846153846,0.403846153846154,0,0,0,0,0,0,0
"P_04175",0,1,0,0,0,0,0,0,0
"P_04182",1,0,0,0,0,0,0,0,0
"P_04186",1,0,0,0,0,0,0,0,0
"P_04188",1,0,0,0,0,0,0,0,0
"P_04189",1,0,0,0,0,0,0,0,0
"P_04191",1,0,0,0,0,0,0,0,0
"P_04194",1,0,0,0,0,0,0,0,0
"P_04195",1,0,0,0,0,0,0,0,0
"P_04199",1,0,0,0,0,0,0,0,0
"P_04201",1,0,0,0,0,0,0,0,0
"P_04210",1,0,0,0,0,0,0,0,0
"P_04212",1,0,0,0,0,0,0,0,0
"P_04213",1,0,0,0,0,0,0,0,0
"P_04214",1,0,0,0,0,0,0,0,0
"P_04218",1,0,0,0,0,0,0,0,0
"P_04219",1,0,0,0,0,0,0,0,0
"P_04221",1,0,0,0,0,0,0,0,0
"P_04222",1,0,0,0,0,0,0,0,0
"P_04224",1,0,0,0,0,0,0,0,0
"P_04226",0.0576923076923077,0,0,0,0,0.942307692307692,0,0,0
"P_04228",0,0,0,0,1,0,0,0,0
"P_04229",1,0,0,0,0,0,0,0,0
"P_04230",0,0.980769230769231,0,0,0.0192307692307692,0,0,0,0
"P_04231",1,0,0,0,0,0,0,0,0
"P_04233",1,0,0,0,0,0,0,0,0
"P_04238",1,0,0,0,0,0,0,0,0
"P_04247",1,0,0,0,0,0,0,0,0
"P_04249",1,0,0,0,0,0,0,0,0
"P_04251",0.538461538461538,0.461538461538462,0,0,0,0,0,0,0
"P_04254",1,0,0,0,0,0,0,0,0
"P_04256",1,0,0,0,0,0,0,0,0
"P_04257",1,0,0,0,0,0,0,0,0
"P_04262",1,0,0,0,0,0,0,0,0
"P_04270",1,0,0,0,0,0,0,0,0
"P_04271",1,0,0,0,0,0,0,0,0
"P_04272",1,0,0,0,0,0,0,0,0
"P_04279",1,0,0,0,0,0,0,0,0
"P_04282",1,0,0,0,0,0,0,0,0
"P_04286",1,0,0,0,0,0,0,0,0
"P_04291",0.826923076923077,0.173076923076923,0,0,0,0,0,0,0
"P_04294",1,0,0,0,0,0,0,0,0
"P_04298",1,0,0,0,0,0,0,0,0
"P_04303",1,0,0,0,0,0,0,0,0
"P_04305",0,1,0,0,0,0,0,0,0
"P_04306",1,0,0,0,0,0,0,0,0
"P_04308",1,0,0,0,0,0,0,0,0
"P_04309",0,1,0,0,0,0,0,0,0
"P_04311",1,0,0,0,0,0,0,0,0
"P_04314",1,0,0,0,0,0,0,0,0
"P_04316",1,0,0,0,0,0,0,0,0
"P_04317",1,0,0,0,0,0,0,0,0
"P_04318",1,0,0,0,0,0,0,0,0
"P_04321",1,0,0,0,0,0,0,0,0
"P_04327",1,0,0,0,0,0,0,0,0
"P_04331",1,0,0,0,0,0,0,0,0
"P_04333",1,0,0,0,0,0,0,0,0
"P_04334",1,0,0,0,0,0,0,0,0
"P_04339",1,0,0,0,0,0,0,0,0
"P_04340",1,0,0,0,0,0,0,0,0
"P_04344",1,0,0,0,0,0,0,0,0
"P_04345",1,0,0,0,0,0,0,0,0
"P_04347",1,0,0,0,0,0,0,0,0
"P_04348",1,0,0,0,0,0,0,0,0
"P_04351",1,0,0,0,0,0,0,0,0
"P_04360",1,0,0,0,0,0,0,0,0
"P_04361",1,0,0,0,0,0,0,0,0
"P_04365",1,0,0,0,0,0,0,0,0
"P_04368",1,0,0,0,0,0,0,0,0
"P_04374",0.653846153846154,0,0,0,0.346153846153846,0,0,0,0
"P_04375",1,0,0,0,0,0,0,0,0
"P_04380",1,0,0,0,0,0,0,0,0
"P_04386",1,0,0,0,0,0,0,0,0
"P_04387",0.519230769230769,0,0,0,0,0.480769230769231,0,0,0
"P_04388",1,0,0,0,0,0,0,0,0
"P_04392",1,0,0,0,0,0,0,0,0
"P_04395",1,0,0,0,0,0,0,0,0
"P_04398",1,0,0,0,0,0,0,0,0
"P_04399",1,0,0,0,0,0,0,0,0
"P_04406",1,0,0,0,0,0,0,0,0
"P_04408",1,0,0,0,0,0,0,0,0
"P_04411",0.384615384615385,0,0,0,0.615384615384615,0,0,0,0
"P_04417",1,0,0,0,0,0,0,0,0
"P_04418",1,0,0,0,0,0,0,0,0
"P_04422",1,0,0,0,0,0,0,0,0
"P_04423",1,0,0,0,0,0,0,0,0
"P_04424",1,0,0,0,0,0,0,0,0
"P_04425",1,0,0,0,0,0,0,0,0
"P_04427",0,1,0,0,0,0,0,0,0
"P_04428",1,0,0,0,0,0,0,0,0
"P_04429",0.0192307692307692,0.980769230769231,0,0,0,0,0,0,0
"P_04430",1,0,0,0,0,0,0,0,0
"P_04431",1,0,0,0,0,0,0,0,0
"P_04432",0.942307692307692,0,0.0576923076923077,0,0,0,0,0,0
"P_04433",1,0,0,0,0,0,0,0,0
"P_04434",1,0,0,0,0,0,0,0,0
"P_04435",0,1,0,0,0,0,0,0,0
"P_04436",1,0,0,0,0,0,0,0,0
"P_04437",0.0384615384615385,0.961538461538462,0,0,0,0,0,0,0
"P_04438",1,0,0,0,0,0,0,0,0
"P_04439",1,0,0,0,0,0,0,0,0
"P_04440",1,0,0,0,0,0,0,0,0
"P_04441",1,0,0,0,0,0,0,0,0
"P_04444",1,0,0,0,0,0,0,0,0
"P_04445",0,1,0,0,0,0,0,0,0
"P_04447",0,1,0,0,0,0,0,0,0
"P_04448",1,0,0,0,0,0,0,0,0
"P_04449",1,0,0,0,0,0,0,0,0
"P_04450",1,0,0,0,0,0,0,0,0
"P_04451",0,1,0,0,0,0,0,0,0
"P_04452",0,1,0,0,0,0,0,0,0
"P_04453",0,1,0,0,0,0,0,0,0
"P_04454",0,1,0,0,0,0,0,0,0
"P_04455",1,0,0,0,0,0,0,0,0
"P_04456",1,0,0,0,0,0,0,0,0
"P_04457",1,0,0,0,0,0,0,0,0
"P_04459",1,0,0,0,0,0,0,0,0
"P_04460",1,0,0,0,0,0,0,0,0
"P_04461",1,0,0,0,0,0,0,0,0
"P_04462",1,0,0,0,0,0,0,0,0
"P_04464",1,0,0,0,0,0,0,0,0
"P_04465",1,0,0,0,0,0,0,0,0
"P_04466",1,0,0,0,0,0,0,0,0
"P_04467",0.673076923076923,0,0.326923076923077,0,0,0,0,0,0
"P_04468",1,0,0,0,0,0,0,0,0
"P_04469",0.923076923076923,0,0,0,0,0.0769230769230769,0,0,0
"P_04470",0.480769230769231,0,0.519230769230769,0,0,0,0,0,0
"P_04472",1,0,0,0,0,0,0,0,0
"P_04473",0,1,0,0,0,0,0,0,0
"P_04474",1,0,0,0,0,0,0,0,0
"P_04475",1,0,0,0,0,0,0,0,0
"P_04476",1,0,0,0,0,0,0,0,0
"P_04477",1,0,0,0,0,0,0,0,0
"P_04478",1,0,0,0,0,0,0,0,0
"P_04480",0.884615384615385,0.115384615384615,0,0,0,0,0,0,0
"P_04481",1,0,0,0,0,0,0,0,0
"P_04482",1,0,0,0,0,0,0,0,0
"P_04483",0.711538461538462,0,0,0,0.288461538461538,0,0,0,0
"P_04484",1,0,0,0,0,0,0,0,0
"P_04485",0.365384615384615,0.634615384615385,0,0,0,0,0,0,0
"P_04486",1,0,0,0,0,0,0,0,0
"P_04487",1,0,0,0,0,0,0,0,0
"P_04488",1,0,0,0,0,0,0,0,0
"P_04489",0.423076923076923,0.576923076923077,0,0,0,0,0,0,0
"P_04490",1,0,0,0,0,0,0,0,0
"P_04491",1,0,0,0,0,0,0,0,0
"P_04492",1,0,0,0,0,0,0,0,0
"P_04493",1,0,0,0,0,0,0,0,0
"P_04494",1,0,0,0,0,0,0,0,0
"P_04495",1,0,0,0,0,0,0,0,0
"P_04496",1,0,0,0,0,0,0,0,0
"P_04497",0.634615384615385,0,0,0,0.365384615384615,0,0,0,0
"P_04498",1,0,0,0,0,0,0,0,0
"P_04499",1,0,0,0,0,0,0,0,0
"P_04500",1,0,0,0,0,0,0,0,0
"P_04501",0,1,0,0,0,0,0,0,0
"P_04502",0,1,0,0,0,0,0,0,0
"P_04503",0,0,0,0,1,0,0,0,0
"P_04504",0.307692307692308,0,0,0,0.692307692307692,0,0,0,0
"P_04505",0,0,0,0,1,0,0,0,0
"P_04506",1,0,0,0,0,0,0,0,0
"P_04507",0,1,0,0,0,0,0,0,0
"P_04508",1,0,0,0,0,0,0,0,0
"P_04509",0.0769230769230769,0.923076923076923,0,0,0,0,0,0,0
"P_04510",0,0,0,0,1,0,0,0,0
"P_04511",1,0,0,0,0,0,0,0,0
"P_04513",1,0,0,0,0,0,0,0,0
"P_04514",1,0,0,0,0,0,0,0,0
"P_04515",0.5,0,0,0,0.5,0,0,0,0
"P_04517",0.769230769230769,0,0,0,0.230769230769231,0,0,0,0
"P_04519",1,0,0,0,0,0,0,0,0
"P_04520",1,0,0,0,0,0,0,0,0
"P_04521",1,0,0,0,0,0,0,0,0
"P_04522",1,0,0,0,0,0,0,0,0
"P_04524",1,0,0,0,0,0,0,0,0
"P_04525",1,0,0,0,0,0,0,0,0
"P_04526",1,0,0,0,0,0,0,0,0
"P_04527",1,0,0,0,0,0,0,0,0
"P_04528",1,0,0,0,0,0,0,0,0
"P_04529",1,0,0,0,0,0,0,0,0
"P_04530",1,0,0,0,0,0,0,0,0
"P_04531",0,0,0,0,1,0,0,0,0
"P_04532",1,0,0,0,0,0,0,0,0
"P_04533",1,0,0,0,0,0,0,0,0
"P_04534",1,0,0,0,0,0,0,0,0
"P_04535",1,0,0,0,0,0,0,0,0
"P_04536",1,0,0,0,0,0,0,0,0
"P_04537",1,0,0,0,0,0,0,0,0
"P_04538",1,0,0,0,0,0,0,0,0
"P_04539",1,0,0,0,0,0,0,0,0
"P_04540",0.519230769230769,0.480769230769231,0,0,0,0,0,0,0
"P_04541",1,0,0,0,0,0,0,0,0
"P_04542",1,0,0,0,0,0,0,0,0
"P_04543",0,1,0,0,0,0,0,0,0
"P_04544",1,0,0,0,0,0,0,0,0
"P_04548",1,0,0,0,0,0,0,0,0
"P_04550",1,0,0,0,0,0,0,0,0
"P_04551",1,0,0,0,0,0,0,0,0
"P_04552",1,0,0,0,0,0,0,0,0
"P_04556",1,0,0,0,0,0,0,0,0
"P_04557",1,0,0,0,0,0,0,0,0
"P_04558",1,0,0,0,0,0,0,0,0
"P_04563",1,0,0,0,0,0,0,0,0
"P_04564",1,0,0,0,0,0,0,0,0
"P_04570",1,0,0,0,0,0,0,0,0
"P_04576",1,0,0,0,0,0,0,0,0
"P_04578",1,0,0,0,0,0,0,0,0
"P_04584",1,0,0,0,0,0,0,0,0
"P_04587",1,0,0,0,0,0,0,0,0
"P_04590",1,0,0,0,0,0,0,0,0
"P_04597",1,0,0,0,0,0,0,0,0
"P_04598",1,0,0,0,0,0,0,0,0
"P_04601",1,0,0,0,0,0,0,0,0
"P_04604",1,0,0,0,0,0,0,0,0
"P_04608",1,0,0,0,0,0,0,0,0
"P_04609",1,0,0,0,0,0,0,0,0
"P_04610",1,0,0,0,0,0,0,0,0
"P_04613",0,0,0,0,1,0,0,0,0
"P_04615",1,0,0,0,0,0,0,0,0
"P_04619",1,0,0,0,0,0,0,0,0
"P_04623",1,0,0,0,0,0,0,0,0
"P_04626",1,0,0,0,0,0,0,0,0
"P_04632",1,0,0,0,0,0,0,0,0
"P_04637",1,0,0,0,0,0,0,0,0
"P_04641",1,0,0,0,0,0,0,0,0
"P_04644",1,0,0,0,0,0,0,0,0
"P_04646",1,0,0,0,0,0,0,0,0
"P_04647",1,0,0,0,0,0,0,0,0
"P_04648",1,0,0,0,0,0,0,0,0
"P_04651",1,0,0,0,0,0,0,0,0
"P_04653",1,0,0,0,0,0,0,0,0
"P_04655",1,0,0,0,0,0,0,0,0
"P_04658",0,0,0,0,1,0,0,0,0
"P_04659",1,0,0,0,0,0,0,0,0
"P_04664",1,0,0,0,0,0,0,0,0
"P_04666",1,0,0,0,0,0,0,0,0
"P_04668",1,0,0,0,0,0,0,0,0
"P_04669",1,0,0,0,0,0,0,0,0
"P_08563",1,0,0,0,0,0,0,0,0
"P_04674",1,0,0,0,0,0,0,0,0
"P_04676",1,0,0,0,0,0,0,0,0
"P_04682",1,0,0,0,0,0,0,0,0
"P_04683",1,0,0,0,0,0,0,0,0
"P_04689",1,0,0,0,0,0,0,0,0
"P_04690",1,0,0,0,0,0,0,0,0
"P_04691",1,0,0,0,0,0,0,0,0
"P_04692",1,0,0,0,0,0,0,0,0
"P_04697",1,0,0,0,0,0,0,0,0
"P_04704",1,0,0,0,0,0,0,0,0
"P_04705",1,0,0,0,0,0,0,0,0
"P_04709",1,0,0,0,0,0,0,0,0
"P_04714",1,0,0,0,0,0,0,0,0
"P_04717",1,0,0,0,0,0,0,0,0
"P_04718",1,0,0,0,0,0,0,0,0
"P_04720",1,0,0,0,0,0,0,0,0
"P_04722",1,0,0,0,0,0,0,0,0
"P_04725",1,0,0,0,0,0,0,0,0
"P_04726",1,0,0,0,0,0,0,0,0
"P_04728",1,0,0,0,0,0,0,0,0
"P_04729",1,0,0,0,0,0,0,0,0
"P_04731",1,0,0,0,0,0,0,0,0
"P_04734",1,0,0,0,0,0,0,0,0
"P_04736",0,1,0,0,0,0,0,0,0
"P_04737",1,0,0,0,0,0,0,0,0
"P_04740",1,0,0,0,0,0,0,0,0
"P_04741",1,0,0,0,0,0,0,0,0
"P_04743",1,0,0,0,0,0,0,0,0
"P_04744",1,0,0,0,0,0,0,0,0
"P_04745",1,0,0,0,0,0,0,0,0
"P_04747",1,0,0,0,0,0,0,0,0
"P_04749",1,0,0,0,0,0,0,0,0
"P_04753",1,0,0,0,0,0,0,0,0
"P_04760",1,0,0,0,0,0,0,0,0
"P_04762",1,0,0,0,0,0,0,0,0
"P_04766",1,0,0,0,0,0,0,0,0
"P_04767",1,0,0,0,0,0,0,0,0
"P_04772",1,0,0,0,0,0,0,0,0
"P_04776",1,0,0,0,0,0,0,0,0
"P_04780",1,0,0,0,0,0,0,0,0
"P_04782",1,0,0,0,0,0,0,0,0
"P_04785",1,0,0,0,0,0,0,0,0
"P_04788",1,0,0,0,0,0,0,0,0
"P_04789",1,0,0,0,0,0,0,0,0
"P_04790",1,0,0,0,0,0,0,0,0
"P_04795",1,0,0,0,0,0,0,0,0
"P_04799",1,0,0,0,0,0,0,0,0
"P_04801",1,0,0,0,0,0,0,0,0
"P_04803",1,0,0,0,0,0,0,0,0
"P_04807",1,0,0,0,0,0,0,0,0
"P_04809",1,0,0,0,0,0,0,0,0
"P_04812",1,0,0,0,0,0,0,0,0
"P_04813",1,0,0,0,0,0,0,0,0
"P_04816",1,0,0,0,0,0,0,0,0
"P_04817",1,0,0,0,0,0,0,0,0
"P_04818",0,1,0,0,0,0,0,0,0
"P_04822",1,0,0,0,0,0,0,0,0
"P_04823",1,0,0,0,0,0,0,0,0
"P_04828",1,0,0,0,0,0,0,0,0
"P_04830",1,0,0,0,0,0,0,0,0
"P_04836",1,0,0,0,0,0,0,0,0
"P_04837",1,0,0,0,0,0,0,0,0
"P_04839",1,0,0,0,0,0,0,0,0
"P_04843",1,0,0,0,0,0,0,0,0
"P_04847",1,0,0,0,0,0,0,0,0
"P_04848",1,0,0,0,0,0,0,0,0
"P_04851",0,1,0,0,0,0,0,0,0
"P_04854",1,0,0,0,0,0,0,0,0
"P_04856",0,1,0,0,0,0,0,0,0
"P_04857",1,0,0,0,0,0,0,0,0
"P_04858",1,0,0,0,0,0,0,0,0
"P_04859",1,0,0,0,0,0,0,0,0
"P_04865",1,0,0,0,0,0,0,0,0
"P_04866",1,0,0,0,0,0,0,0,0
"P_04867",1,0,0,0,0,0,0,0,0
"P_04870",0,1,0,0,0,0,0,0,0
"P_04873",1,0,0,0,0,0,0,0,0
"P_04878",1,0,0,0,0,0,0,0,0
"P_04879",1,0,0,0,0,0,0,0,0
"P_04880",1,0,0,0,0,0,0,0,0
"P_04882",1,0,0,0,0,0,0,0,0
"P_04883",1,0,0,0,0,0,0,0,0
"P_04888",1,0,0,0,0,0,0,0,0
"P_04890",1,0,0,0,0,0,0,0,0
