"","BC","MT","AG","UB","PT","RC","AC","ZH","LT"
"P_01636",1,0,0,0,0,0,0,0,0
"P_01638",1,0,0,0,0,0,0,0,0
"P_01639",1,0,0,0,0,0,0,0,0
"P_01642",1,0,0,0,0,0,0,0,0
"P_01644",1,0,0,0,0,0,0,0,0
"P_01646",1,0,0,0,0,0,0,0,0
"P_01648",1,0,0,0,0,0,0,0,0
"P_01649",1,0,0,0,0,0,0,0,0
"P_01650",1,0,0,0,0,0,0,0,0
"P_01652",1,0,0,0,0,0,0,0,0
"P_01655",1,0,0,0,0,0,0,0,0
"P_01657",1,0,0,0,0,0,0,0,0
"P_01660",1,0,0,0,0,0,0,0,0
"P_01662",1,0,0,0,0,0,0,0,0
"P_01666",0.538461538461538,0.461538461538462,0,0,0,0,0,0,0
"P_01667",1,0,0,0,0,0,0,0,0
"P_01670",1,0,0,0,0,0,0,0,0
"P_01671",1,0,0,0,0,0,0,0,0
"P_01675",1,0,0,0,0,0,0,0,0
"P_01676",1,0,0,0,0,0,0,0,0
"P_01677",1,0,0,0,0,0,0,0,0
"P_01680",0,1,0,0,0,0,0,0,0
"P_01681",1,0,0,0,0,0,0,0,0
"P_01687",1,0,0,0,0,0,0,0,0
"P_01691",1,0,0,0,0,0,0,0,0
"P_01693",1,0,0,0,0,0,0,0,0
"P_01694",1,0,0,0,0,0,0,0,0
"P_01698",1,0,0,0,0,0,0,0,0
"P_01702",1,0,0,0,0,0,0,0,0
"P_01703",1,0,0,0,0,0,0,0,0
"P_01710",1,0,0,0,0,0,0,0,0
"P_01714",1,0,0,0,0,0,0,0,0
"P_01715",1,0,0,0,0,0,0,0,0
"P_01716",1,0,0,0,0,0,0,0,0
"P_01717",1,0,0,0,0,0,0,0,0
"P_01718",1,0,0,0,0,0,0,0,0
"P_01721",1,0,0,0,0,0,0,0,0
"P_01722",1,0,0,0,0,0,0,0,0
"P_01725",1,0,0,0,0,0,0,0,0
"P_01730",1,0,0,0,0,0,0,0,0
"P_01735",1,0,0,0,0,0,0,0,0
"P_01742",1,0,0,0,0,0,0,0,0
"P_01743",1,0,0,0,0,0,0,0,0
"P_01744",1,0,0,0,0,0,0,0,0
"P_01748",1,0,0,0,0,0,0,0,0
"P_01753",1,0,0,0,0,0,0,0,0
"P_01755",1,0,0,0,0,0,0,0,0
"P_01756",1,0,0,0,0,0,0,0,0
"P_01758",1,0,0,0,0,0,0,0,0
"P_01762",1,0,0,0,0,0,0,0,0
"P_01763",1,0,0,0,0,0,0,0,0
"P_01766",1,0,0,0,0,0,0,0,0
"P_01770",1,0,0,0,0,0,0,0,0
"P_01774",1,0,0,0,0,0,0,0,0
"P_01781",1,0,0,0,0,0,0,0,0
"P_01784",0.673076923076923,0.326923076923077,0,0,0,0,0,0,0
"P_01786",1,0,0,0,0,0,0,0,0
"P_01791",0.576923076923077,0.423076923076923,0,0,0,0,0,0,0
"P_01793",1,0,0,0,0,0,0,0,0
"P_01804",1,0,0,0,0,0,0,0,0
"P_01808",1,0,0,0,0,0,0,0,0
"P_01810",1,0,0,0,0,0,0,0,0
"P_01818",1,0,0,0,0,0,0,0,0
"P_01825",1,0,0,0,0,0,0,0,0
"P_01837",1,0,0,0,0,0,0,0,0
"P_01838",1,0,0,0,0,0,0,0,0
"P_01841",1,0,0,0,0,0,0,0,0
"P_01847",1,0,0,0,0,0,0,0,0
"P_01849",1,0,0,0,0,0,0,0,0
"P_01852",1,0,0,0,0,0,0,0,0
"P_01856",1,0,0,0,0,0,0,0,0
"P_01862",1,0,0,0,0,0,0,0,0
"P_01871",1,0,0,0,0,0,0,0,0
"P_01872",0,1,0,0,0,0,0,0,0
"P_01881",1,0,0,0,0,0,0,0,0
"P_01882",1,0,0,0,0,0,0,0,0
"P_01885",0.538461538461538,0.461538461538462,0,0,0,0,0,0,0
"P_01886",1,0,0,0,0,0,0,0,0
"P_01888",1,0,0,0,0,0,0,0,0
"P_01893",1,0,0,0,0,0,0,0,0
"P_01897",1,0,0,0,0,0,0,0,0
"P_01898",0,1,0,0,0,0,0,0,0
"P_01900",1,0,0,0,0,0,0,0,0
"P_01905",1,0,0,0,0,0,0,0,0
"P_01906",1,0,0,0,0,0,0,0,0
"P_01911",0.807692307692308,0.192307692307692,0,0,0,0,0,0,0
"P_01914",1,0,0,0,0,0,0,0,0
"P_01919",1,0,0,0,0,0,0,0,0
"P_01925",1,0,0,0,0,0,0,0,0
"P_01926",0.134615384615385,0.865384615384615,0,0,0,0,0,0,0
"P_01931",1,0,0,0,0,0,0,0,0
"P_01936",1,0,0,0,0,0,0,0,0
"P_01937",1,0,0,0,0,0,0,0,0
"P_01939",1,0,0,0,0,0,0,0,0
"P_01943",1,0,0,0,0,0,0,0,0
"P_01944",1,0,0,0,0,0,0,0,0
"P_01945",1,0,0,0,0,0,0,0,0
"P_01947",0.365384615384615,0,0,0,0.634615384615385,0,0,0,0
"P_01955",1,0,0,0,0,0,0,0,0
"P_01957",0,1,0,0,0,0,0,0,0
"P_01961",1,0,0,0,0,0,0,0,0
"P_01963",1,0,0,0,0,0,0,0,0
"P_01968",1,0,0,0,0,0,0,0,0
"P_01969",1,0,0,0,0,0,0,0,0
"P_01970",0,1,0,0,0,0,0,0,0
"P_01972",1,0,0,0,0,0,0,0,0
"P_01975",1,0,0,0,0,0,0,0,0
"P_01976",1,0,0,0,0,0,0,0,0
"P_01977",1,0,0,0,0,0,0,0,0
"P_01985",1,0,0,0,0,0,0,0,0
"P_01990",1,0,0,0,0,0,0,0,0
"P_01991",1,0,0,0,0,0,0,0,0
"P_01992",1,0,0,0,0,0,0,0,0
"P_01994",1,0,0,0,0,0,0,0,0
"P_01995",1,0,0,0,0,0,0,0,0
"P_02001",1,0,0,0,0,0,0,0,0
"P_02009",1,0,0,0,0,0,0,0,0
"P_02012",0.923076923076923,0,0.0769230769230769,0,0,0,0,0,0
"P_02014",1,0,0,0,0,0,0,0,0
"P_02016",1,0,0,0,0,0,0,0,0
"P_02018",1,0,0,0,0,0,0,0,0
"P_02019",1,0,0,0,0,0,0,0,0
"P_02020",1,0,0,0,0,0,0,0,0
"P_02021",1,0,0,0,0,0,0,0,0
"P_02022",1,0,0,0,0,0,0,0,0
"P_02029",1,0,0,0,0,0,0,0,0
"P_02037",1,0,0,0,0,0,0,0,0
"P_02038",1,0,0,0,0,0,0,0,0
"P_02039",0,1,0,0,0,0,0,0,0
"P_02043",0,1,0,0,0,0,0,0,0
"P_02046",1,0,0,0,0,0,0,0,0
"P_02048",1,0,0,0,0,0,0,0,0
"P_02049",1,0,0,0,0,0,0,0,0
"P_02056",1,0,0,0,0,0,0,0,0
"P_02057",0.980769230769231,0.0192307692307692,0,0,0,0,0,0,0
"P_02059",1,0,0,0,0,0,0,0,0
"P_02061",1,0,0,0,0,0,0,0,0
"P_02065",0.0192307692307692,0.980769230769231,0,0,0,0,0,0,0
"P_02066",1,0,0,0,0,0,0,0,0
"P_02068",1,0,0,0,0,0,0,0,0
"P_02069",1,0,0,0,0,0,0,0,0
"P_02070",0,1,0,0,0,0,0,0,0
"P_02073",1,0,0,0,0,0,0,0,0
"P_02076",1,0,0,0,0,0,0,0,0
"P_02077",0,1,0,0,0,0,0,0,0
"P_02079",0.961538461538462,0,0,0,0.0384615384615385,0,0,0,0
"P_02083",1,0,0,0,0,0,0,0,0
"P_02084",1,0,0,0,0,0,0,0,0
"P_02088",1,0,0,0,0,0,0,0,0
"P_02094",1,0,0,0,0,0,0,0,0
"P_02097",0.865384615384615,0,0,0,0,0.134615384615385,0,0,0
"P_02099",0,1,0,0,0,0,0,0,0
"P_02100",1,0,0,0,0,0,0,0,0
"P_02101",1,0,0,0,0,0,0,0,0
"P_02103",1,0,0,0,0,0,0,0,0
"P_02107",1,0,0,0,0,0,0,0,0
"P_02111",1,0,0,0,0,0,0,0,0
"P_02112",1,0,0,0,0,0,0,0,0
"P_02673",1,0,0,0,0,0,0,0,0
"P_02116",1,0,0,0,0,0,0,0,0
"P_02118",1,0,0,0,0,0,0,0,0
"P_02119",1,0,0,0,0,0,0,0,0
"P_02122",1,0,0,0,0,0,0,0,0
"P_02131",1,0,0,0,0,0,0,0,0
"P_02133",0,1,0,0,0,0,0,0,0
"P_02135",1,0,0,0,0,0,0,0,0
"P_02136",1,0,0,0,0,0,0,0,0
"P_02139",1,0,0,0,0,0,0,0,0
"P_02143",0,1,0,0,0,0,0,0,0
"P_02144",1,0,0,0,0,0,0,0,0
"P_02145",1,0,0,0,0,0,0,0,0
"P_02154",1,0,0,0,0,0,0,0,0
"P_02157",1,0,0,0,0,0,0,0,0
"P_02161",0,0,0,0,1,0,0,0,0
"P_02163",1,0,0,0,0,0,0,0,0
"P_02674",1,0,0,0,0,0,0,0,0
"P_02167",1,0,0,0,0,0,0,0,0
"P_02168",1,0,0,0,0,0,0,0,0
"P_02169",1,0,0,0,0,0,0,0,0
"P_02170",1,0,0,0,0,0,0,0,0
"P_02176",1,0,0,0,0,0,0,0,0
"P_02177",1,0,0,0,0,0,0,0,0
"P_02178",1,0,0,0,0,0,0,0,0
"P_02181",1,0,0,0,0,0,0,0,0
"P_02182",1,0,0,0,0,0,0,0,0
"P_02188",1,0,0,0,0,0,0,0,0
"P_02189",1,0,0,0,0,0,0,0,0
"P_02198",1,0,0,0,0,0,0,0,0
"P_02203",0.788461538461538,0.211538461538462,0,0,0,0,0,0,0
"P_02210",1,0,0,0,0,0,0,0,0
"P_02211",1,0,0,0,0,0,0,0,0
"P_02212",1,0,0,0,0,0,0,0,0
"P_02213",1,0,0,0,0,0,0,0,0
"P_02218",0,1,0,0,0,0,0,0,0
"P_02220",1,0,0,0,0,0,0,0,0
"P_02223",1,0,0,0,0,0,0,0,0
"P_02226",1,0,0,0,0,0,0,0,0
"P_02233",0.0384615384615385,0.961538461538462,0,0,0,0,0,0,0
"P_02235",0.288461538461538,0.711538461538462,0,0,0,0,0,0,0
"P_02236",1,0,0,0,0,0,0,0,0
"P_02237",0.596153846153846,0.403846153846154,0,0,0,0,0,0,0
"P_02241",0,0.673076923076923,0,0,0,0.326923076923077,0,0,0
"P_02249",1,0,0,0,0,0,0,0,0
"P_02254",1,0,0,0,0,0,0,0,0
"P_02255",1,0,0,0,0,0,0,0,0
"P_02258",1,0,0,0,0,0,0,0,0
"P_02259",0.826923076923077,0.173076923076923,0,0,0,0,0,0,0
"P_02262",1,0,0,0,0,0,0,0,0
"P_02274",1,0,0,0,0,0,0,0,0
"P_02276",1,0,0,0,0,0,0,0,0
"P_02279",1,0,0,0,0,0,0,0,0
"P_02281",1,0,0,0,0,0,0,0,0
"P_02284",1,0,0,0,0,0,0,0,0
"P_02292",1,0,0,0,0,0,0,0,0
"P_02293",1,0,0,0,0,0,0,0,0
"P_02297",0,1,0,0,0,0,0,0,0
"P_02303",1,0,0,0,0,0,0,0,0
"P_02306",1,0,0,0,0,0,0,0,0
"P_02307",1,0,0,0,0,0,0,0,0
"P_02308",1,0,0,0,0,0,0,0,0
"P_02312",1,0,0,0,0,0,0,0,0
"P_02314",1,0,0,0,0,0,0,0,0
"P_02321",1,0,0,0,0,0,0,0,0
"P_02322",1,0,0,0,0,0,0,0,0
"P_02332",1,0,0,0,0,0,0,0,0
"P_02336",0.961538461538462,0.0384615384615385,0,0,0,0,0,0,0
"P_02339",0,0.769230769230769,0,0,0,0.230769230769231,0,0,0
"P_02342",0,0,0,0,0,1,0,0,0
"P_02346",1,0,0,0,0,0,0,0,0
"P_02349",1,0,0,0,0,0,0,0,0
"P_02350",1,0,0,0,0,0,0,0,0
"P_02354",1,0,0,0,0,0,0,0,0
"P_02358",1,0,0,0,0,0,0,0,0
"P_02361",1,0,0,0,0,0,0,0,0
"P_02362",0.653846153846154,0.346153846153846,0,0,0,0,0,0,0
"P_02371",1,0,0,0,0,0,0,0,0
"P_02372",1,0,0,0,0,0,0,0,0
"P_02376",1,0,0,0,0,0,0,0,0
"P_02377",1,0,0,0,0,0,0,0,0
"P_02378",1,0,0,0,0,0,0,0,0
"P_02383",1,0,0,0,0,0,0,0,0
"P_02384",1,0,0,0,0,0,0,0,0
"P_02385",1,0,0,0,0,0,0,0,0
"P_02386",1,0,0,0,0,0,0,0,0
"P_02388",1,0,0,0,0,0,0,0,0
"P_02389",1,0,0,0,0,0,0,0,0
"P_02390",1,0,0,0,0,0,0,0,0
"P_02398",1,0,0,0,0,0,0,0,0
"P_02400",0.923076923076923,0.0769230769230769,0,0,0,0,0,0,0
"P_02402",1,0,0,0,0,0,0,0,0
"P_02403",1,0,0,0,0,0,0,0,0
"P_02409",1,0,0,0,0,0,0,0,0
"P_02410",1,0,0,0,0,0,0,0,0
"P_02411",1,0,0,0,0,0,0,0,0
"P_02413",1,0,0,0,0,0,0,0,0
"P_02416",0.403846153846154,0.596153846153846,0,0,0,0,0,0,0
"P_02418",1,0,0,0,0,0,0,0,0
"P_02422",1,0,0,0,0,0,0,0,0
"P_02424",1,0,0,0,0,0,0,0,0
"P_02425",1,0,0,0,0,0,0,0,0
"P_02428",1,0,0,0,0,0,0,0,0
"P_02431",1,0,0,0,0,0,0,0,0
"P_02440",1,0,0,0,0,0,0,0,0
"P_02441",1,0,0,0,0,0,0,0,0
"P_02448",1,0,0,0,0,0,0,0,0
"P_02452",1,0,0,0,0,0,0,0,0
"P_02453",1,0,0,0,0,0,0,0,0
"P_02459",1,0,0,0,0,0,0,0,0
"P_02463",1,0,0,0,0,0,0,0,0
"P_02474",1,0,0,0,0,0,0,0,0
"P_02477",1,0,0,0,0,0,0,0,0
"P_02479",1,0,0,0,0,0,0,0,0
"P_02481",1,0,0,0,0,0,0,0,0
"P_02484",1,0,0,0,0,0,0,0,0
"P_02486",1,0,0,0,0,0,0,0,0
"P_02488",1,0,0,0,0,0,0,0,0
"P_02493",1,0,0,0,0,0,0,0,0
"P_02494",1,0,0,0,0,0,0,0,0
"P_02495",1,0,0,0,0,0,0,0,0
"P_02500",1,0,0,0,0,0,0,0,0
"P_02503",1,0,0,0,0,0,0,0,0
"P_02504",1,0,0,0,0,0,0,0,0
"P_02508",1,0,0,0,0,0,0,0,0
"P_02509",1,0,0,0,0,0,0,0,0
"P_02514",1,0,0,0,0,0,0,0,0
"P_02516",1,0,0,0,0,0,0,0,0
"P_02518",1,0,0,0,0,0,0,0,0
"P_02522",1,0,0,0,0,0,0,0,0
"P_02523",1,0,0,0,0,0,0,0,0
"P_02530",1,0,0,0,0,0,0,0,0
"P_02536",1,0,0,0,0,0,0,0,0
"P_02539",1,0,0,0,0,0,0,0,0
"P_02541",1,0,0,0,0,0,0,0,0
"P_02542",1,0,0,0,0,0,0,0,0
"P_02547",1,0,0,0,0,0,0,0,0
"P_02551",1,0,0,0,0,0,0,0,0
"P_02556",1,0,0,0,0,0,0,0,0
"P_02560",0,0,0,0,1,0,0,0,0
"P_02564",1,0,0,0,0,0,0,0,0
"P_02571",0,1,0,0,0,0,0,0,0
"P_02572",1,0,0,0,0,0,0,0,0
"P_02573",1,0,0,0,0,0,0,0,0
"P_02576",1,0,0,0,0,0,0,0,0
"P_02581",1,0,0,0,0,0,0,0,0
"P_02582",1,0,0,0,0,0,0,0,0
"P_02586",1,0,0,0,0,0,0,0,0
"P_02591",1,0,0,0,0,0,0,0,0
"P_02592",1,0,0,0,0,0,0,0,0
"P_02594",1,0,0,0,0,0,0,0,0
"P_02596",1,0,0,0,0,0,0,0,0
"P_02600",1,0,0,0,0,0,0,0,0
"P_02603",1,0,0,0,0,0,0,0,0
"P_02608",1,0,0,0,0,0,0,0,0
"P_02613",1,0,0,0,0,0,0,0,0
"P_02614",1,0,0,0,0,0,0,0,0
"P_02625",1,0,0,0,0,0,0,0,0
"P_02628",1,0,0,0,0,0,0,0,0
"P_02631",1,0,0,0,0,0,0,0,0
"P_02635",1,0,0,0,0,0,0,0,0
"P_02637",1,0,0,0,0,0,0,0,0
"P_02642",0,1,0,0,0,0,0,0,0
"P_02648",1,0,0,0,0,0,0,0,0
"P_02651",1,0,0,0,0,0,0,0,0
"P_02654",1,0,0,0,0,0,0,0,0
"P_02655",1,0,0,0,0,0,0,0,0
"P_02656",1,0,0,0,0,0,0,0,0
"P_02664",1,0,0,0,0,0,0,0,0
"P_02667",1,0,0,0,0,0,0,0,0
"P_02672",1,0,0,0,0,0,0,0,0
"P_02681",1,0,0,0,0,0,0,0,0
"P_02684",1,0,0,0,0,0,0,0,0
"P_02693",1,0,0,0,0,0,0,0,0
"P_02694",1,0,0,0,0,0,0,0,0
"P_02695",1,0,0,0,0,0,0,0,0
"P_02699",1,0,0,0,0,0,0,0,0
"P_02700",1,0,0,0,0,0,0,0,0
"P_02703",1,0,0,0,0,0,0,0,0
"P_02710",1,0,0,0,0,0,0,0,0
"P_02711",1,0,0,0,0,0,0,0,0
"P_02716",0,1,0,0,0,0,0,0,0
"P_02717",1,0,0,0,0,0,0,0,0
"P_02718",1,0,0,0,0,0,0,0,0
"P_02719",1,0,0,0,0,0,0,0,0
"P_02721",0.903846153846154,0,0.0961538461538462,0,0,0,0,0,0
"P_02724",1,0,0,0,0,0,0,0,0
"P_02727",1,0,0,0,0,0,0,0,0
"P_02731",1,0,0,0,0,0,0,0,0
"P_02732",1,0,0,0,0,0,0,0,0
"P_02735",1,0,0,0,0,0,0,0,0
"P_02739",1,0,0,0,0,0,0,0,0
"P_02742",1,0,0,0,0,0,0,0,0
"P_02744",1,0,0,0,0,0,0,0,0
"P_02745",1,0,0,0,0,0,0,0,0
"P_02754",1,0,0,0,0,0,0,0,0
"P_02755",1,0,0,0,0,0,0,0,0
"P_02757",1,0,0,0,0,0,0,0,0
"P_02758",1,0,0,0,0,0,0,0,0
"P_02759",1,0,0,0,0,0,0,0,0
"P_02763",1,0,0,0,0,0,0,0,0
"P_02767",1,0,0,0,0,0,0,0,0
"P_02768",1,0,0,0,0,0,0,0,0
"P_02769",1,0,0,0,0,0,0,0,0
"P_02773",1,0,0,0,0,0,0,0,0
"P_02775",1,0,0,0,0,0,0,0,0
"P_02777",1,0,0,0,0,0,0,0,0
"P_02778",1,0,0,0,0,0,0,0,0
"P_02782",1,0,0,0,0,0,0,0,0
"P_02785",1,0,0,0,0,0,0,0,0
"P_02787",1,0,0,0,0,0,0,0,0
"P_02790",1,0,0,0,0,0,0,0,0
"P_02791",1,0,0,0,0,0,0,0,0
"P_02793",1,0,0,0,0,0,0,0,0
"P_02794",1,0,0,0,0,0,0,0,0
"P_02795",1,0,0,0,0,0,0,0,0
"P_02798",1,0,0,0,0,0,0,0,0
"P_02799",1,0,0,0,0,0,0,0,0
"P_02800",0.903846153846154,0.0961538461538462,0,0,0,0,0,0,0
"P_02801",1,0,0,0,0,0,0,0,0
"P_02802",1,0,0,0,0,0,0,0,0
"P_02812",1,0,0,0,0,0,0,0,0
"P_02813",1,0,0,0,0,0,0,0,0
"P_02815",1,0,0,0,0,0,0,0,0
"P_02816",1,0,0,0,0,0,0,0,0
"P_02817",1,0,0,0,0,0,0,0,0
"P_02826",1,0,0,0,0,0,0,0,0
"P_02828",1,0,0,0,0,0,0,0,0
"P_02829",1,0,0,0,0,0,0,0,0
"P_02832",1,0,0,0,0,0,0,0,0
"P_02834",1,0,0,0,0,0,0,0,0
"P_02838",1,0,0,0,0,0,0,0,0
"P_02841",1,0,0,0,0,0,0,0,0
"P_02845",0.596153846153846,0.403846153846154,0,0,0,0,0,0,0
"P_02849",1,0,0,0,0,0,0,0,0
"P_02855",1,0,0,0,0,0,0,0,0
"P_02857",1,0,0,0,0,0,0,0,0
"P_02864",0.0384615384615385,0.961538461538462,0,0,0,0,0,0,0
"P_02867",0.769230769230769,0.230769230769231,0,0,0,0,0,0,0
"P_02868",1,0,0,0,0,0,0,0,0
"P_02876",1,0,0,0,0,0,0,0,0
"P_02877",1,0,0,0,0,0,0,0,0
"P_02878",1,0,0,0,0,0,0,0,0
"P_02879",1,0,0,0,0,0,0,0,0
"P_02880",1,0,0,0,0,0,0,0,0
"P_02884",1,0,0,0,0,0,0,0,0
"P_02892",1,0,0,0,0,0,0,0,0
"P_02893",1,0,0,0,0,0,0,0,0
"P_02897",0,1,0,0,0,0,0,0,0
"P_02902",1,0,0,0,0,0,0,0,0
"P_02903",1,0,0,0,0,0,0,0,0
"P_02904",0.961538461538462,0.0384615384615385,0,0,0,0,0,0,0
"P_02905",1,0,0,0,0,0,0,0,0
"P_02906",1,0,0,0,0,0,0,0,0
"P_02909",1,0,0,0,0,0,0,0,0
"P_02911",1,0,0,0,0,0,0,0,0
"P_02914",0,1,0,0,0,0,0,0,0
"P_02919",1,0,0,0,0,0,0,0,0
"P_02922",1,0,0,0,0,0,0,0,0
"P_02925",1,0,0,0,0,0,0,0,0
"P_02931",1,0,0,0,0,0,0,0,0
"P_02932",1,0,0,0,0,0,0,0,0
"P_02937",1,0,0,0,0,0,0,0,0
"P_02941",1,0,0,0,0,0,0,0,0
"P_02942",1,0,0,0,0,0,0,0,0
"P_02948",1,0,0,0,0,0,0,0,0
"P_02950",1,0,0,0,0,0,0,0,0
"P_02954",0,1,0,0,0,0,0,0,0
"P_02957",0.5,0.5,0,0,0,0,0,0,0
"P_02961",1,0,0,0,0,0,0,0,0
"P_02970",1,0,0,0,0,0,0,0,0
"P_02976",0,1,0,0,0,0,0,0,0
"P_02981",1,0,0,0,0,0,0,0,0
"P_02986",0,1,0,0,0,0,0,0,0
"P_02987",1,0,0,0,0,0,0,0,0
"P_02989",0.0769230769230769,0.923076923076923,0,0,0,0,0,0,0
"P_02991",1,0,0,0,0,0,0,0,0
"P_02994",1,0,0,0,0,0,0,0,0
"P_02996",1,0,0,0,0,0,0,0,0
"P_03000",1,0,0,0,0,0,0,0,0
"P_03001",1,0,0,0,0,0,0,0,0
"P_03004",1,0,0,0,0,0,0,0,0
"P_03007",1,0,0,0,0,0,0,0,0
"P_03011",1,0,0,0,0,0,0,0,0
"P_03015",0,1,0,0,0,0,0,0,0
"P_03019",0,1,0,0,0,0,0,0,0
"P_03020",1,0,0,0,0,0,0,0,0
"P_03024",1,0,0,0,0,0,0,0,0
"P_04443",1,0,0,0,0,0,0,0,0
"P_03026",0.0576923076923077,0,0,0,0,0.942307692307692,0,0,0
"P_03031",1,0,0,0,0,0,0,0,0
"P_03038",1,0,0,0,0,0,0,0,0
"P_03039",1,0,0,0,0,0,0,0,0
"P_03043",1,0,0,0,0,0,0,0,0
"P_03045",1,0,0,0,0,0,0,0,0
"P_03052",1,0,0,0,0,0,0,0,0
"P_03057",1,0,0,0,0,0,0,0,0
"P_03061",1,0,0,0,0,0,0,0,0
"P_03064",1,0,0,0,0,0,0,0,0
"P_03071",0.653846153846154,0.346153846153846,0,0,0,0,0,0,0
"P_03072",0.365384615384615,0.634615384615385,0,0,0,0,0,0,0
"P_03076",1,0,0,0,0,0,0,0,0
"P_03079",1,0,0,0,0,0,0,0,0
"P_03087",0,1,0,0,0,0,0,0,0
"P_03090",1,0,0,0,0,0,0,0,0
"P_04463",1,0,0,0,0,0,0,0,0
"P_03091",1,0,0,0,0,0,0,0,0
"P_03092",1,0,0,0,0,0,0,0,0
"P_03097",0,1,0,0,0,0,0,0,0
"P_03101",1,0,0,0,0,0,0,0,0
"P_03104",1,0,0,0,0,0,0,0,0
"P_03108",1,0,0,0,0,0,0,0,0
"P_03110",1,0,0,0,0,0,0,0,0
"P_03115",0,0.961538461538462,0,0,0,0.0384615384615385,0,0,0
"P_03117",1,0,0,0,0,0,0,0,0
"P_03119",1,0,0,0,0,0,0,0,0
"P_03127",0.942307692307692,0,0,0,0.0576923076923077,0,0,0,0
"P_03132",0.576923076923077,0.423076923076923,0,0,0,0,0,0,0
"P_03134",1,0,0,0,0,0,0,0,0
"P_03137",1,0,0,0,0,0,0,0,0
"P_03143",0.442307692307692,0.557692307692308,0,0,0,0,0,0,0
"P_03144",1,0,0,0,0,0,0,0,0
"P_03148",1,0,0,0,0,0,0,0,0
"P_03149",1,0,0,0,0,0,0,0,0
"P_03155",1,0,0,0,0,0,0,0,0
"P_03161",1,0,0,0,0,0,0,0,0
"P_03162",1,0,0,0,0,0,0,0,0
"P_03163",1,0,0,0,0,0,0,0,0
"P_03165",1,0,0,0,0,0,0,0,0
"P_03169",1,0,0,0,0,0,0,0,0
"P_03171",1,0,0,0,0,0,0,0,0
"P_03174",0,1,0,0,0,0,0,0,0
"P_03178",1,0,0,0,0,0,0,0,0
"P_03182",1,0,0,0,0,0,0,0,0
"P_03183",1,0,0,0,0,0,0,0,0
"P_03184",1,0,0,0,0,0,0,0,0
"P_03187",1,0,0,0,0,0,0,0,0
"P_03192",1,0,0,0,0,0,0,0,0
"P_03193",1,0,0,0,0,0,0,0,0
"P_03195",1,0,0,0,0,0,0,0,0
"P_03199",1,0,0,0,0,0,0,0,0
"P_03205",0,0.980769230769231,0,0,0,0.0192307692307692,0,0,0
"P_03207",1,0,0,0,0,0,0,0,0
"P_03209",1,0,0,0,0,0,0,0,0
"P_03212",1,0,0,0,0,0,0,0,0
"P_03215",1,0,0,0,0,0,0,0,0
"P_03219",1,0,0,0,0,0,0,0,0
"P_03224",1,0,0,0,0,0,0,0,0
"P_03226",1,0,0,0,0,0,0,0,0
"P_03227",1,0,0,0,0,0,0,0,0
"P_03232",0,1,0,0,0,0,0,0,0
"P_03234",1,0,0,0,0,0,0,0,0
"P_03239",1,0,0,0,0,0,0,0,0
"P_03241",1,0,0,0,0,0,0,0,0
"P_03242",0.192307692307692,0.807692307692308,0,0,0,0,0,0,0
"P_03246",1,0,0,0,0,0,0,0,0
"P_03247",1,0,0,0,0,0,0,0,0
"P_03250",1,0,0,0,0,0,0,0,0
"P_03251",1,0,0,0,0,0,0,0,0
"P_03257",1,0,0,0,0,0,0,0,0
"P_03258",1,0,0,0,0,0,0,0,0
"P_03260",1,0,0,0,0,0,0,0,0
"P_03264",1,0,0,0,0,0,0,0,0
"P_03266",1,0,0,0,0,0,0,0,0
"P_03267",0.807692307692308,0.192307692307692,0,0,0,0,0,0,0
"P_03270",1,0,0,0,0,0,0,0,0
"P_03272",1,0,0,0,0,0,0,0,0
"P_03275",1,0,0,0,0,0,0,0,0
"P_03280",1,0,0,0,0,0,0,0,0
"P_03287",1,0,0,0,0,0,0,0,0
"P_03288",1,0,0,0,0,0,0,0,0
"P_03289",1,0,0,0,0,0,0,0,0
"P_03292",1,0,0,0,0,0,0,0,0
"P_03297",1,0,0,0,0,0,0,0,0
"P_03299",1,0,0,0,0,0,0,0,0
"P_03302",1,0,0,0,0,0,0,0,0
"P_03304",1,0,0,0,0,0,0,0,0
"P_03307",1,0,0,0,0,0,0,0,0
"P_03318",1,0,0,0,0,0,0,0,0
"P_03319",1,0,0,0,0,0,0,0,0
"P_03323",1,0,0,0,0,0,0,0,0
"P_03326",1,0,0,0,0,0,0,0,0
"P_03335",1,0,0,0,0,0,0,0,0
"P_03336",1,0,0,0,0,0,0,0,0
"P_03339",1,0,0,0,0,0,0,0,0
"P_03341",1,0,0,0,0,0,0,0,0
"P_03343",1,0,0,0,0,0,0,0,0
"P_03346",1,0,0,0,0,0,0,0,0
"P_03348",1,0,0,0,0,0,0,0,0
"P_03351",0.75,0.25,0,0,0,0,0,0,0
"P_03362",1,0,0,0,0,0,0,0,0
"P_03366",0,1,0,0,0,0,0,0,0
"P_03372",1,0,0,0,0,0,0,0,0
"P_03373",0.403846153846154,0,0,0,0.596153846153846,0,0,0,0
"P_03376",1,0,0,0,0,0,0,0,0
"P_03377",1,0,0,0,0,0,0,0,0
"P_03380",1,0,0,0,0,0,0,0,0
"P_03383",1,0,0,0,0,0,0,0,0
"P_03384",1,0,0,0,0,0,0,0,0
"P_03386",1,0,0,0,0,0,0,0,0
"P_03389",0,1,0,0,0,0,0,0,0
"P_03395",0.980769230769231,0.0192307692307692,0,0,0,0,0,0,0
